year,geography,geo_level,area,area_name,occ_code,occ_title,tot_emp,h_mean,a_mean,h_median,a_median,h_pct10,h_pct25,h_pct75,h_pct90,a_pct10,a_pct25,a_pct75,a_pct90,source_file
2021,TX_state,State,48,Texas,27-2042,Musicians and Singers,1020.0,45.25,,35.11,,10.9,18.43,47.15,,,,,,state_M2021_dl.xlsx
2022,TX_state,State,48,Texas,27-2042,Musicians and Singers,1400.0,43.49,,40.0,,12.71,23.66,47.79,59.83,,,,,state_M2022_dl.xlsx
2023,TX_state,State,48,Texas,27-2042,Musicians and Singers,1650.0,48.27,,38.68,,16.64,27.64,51.89,82.04,,,,,state_M2023_dl.xlsx
2024,TX_state,State,48,Texas,27-2042,Musicians and Singers,1100.0,50.45,,37.09,,21.74,28.56,57.87,85.03,,,,,state_M2024_dl.xlsx
2025,TX_state,State,48,Texas,27-2042,Musicians and Singers,1430.0,43.77,,33.59,,8.56,23.62,60.52,83.33,,,,,state_M2025_dl.xlsx
2005,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-3043,Writers and authors,400.0,32.21,67000.0,34.99,72780.0,14.4,19.15,40.54,45.06,29960.0,39830.0,84330.0,93730.0,MSA_may2005_dl_3.xls
2006,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-3043,Writers and authors,420.0,30.86,64180.0,26.67,55480.0,13.34,17.09,40.93,51.93,27750.0,35550.0,85130.0,108020.0,MSA_may2006_dl_3.xls
2007,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-3043,Writers and authors,440.0,31.65,65840.0,27.34,56860.0,14.93,18.05,40.46,55.82,31050.0,37550.0,84150.0,116110.0,MSA_May2007_dl_3.xls
2008,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-3043,Writers and authors,410.0,29.66,61690.0,24.86,51710.0,13.77,17.73,34.53,47.7,28650.0,36890.0,71830.0,99210.0,MSA_M2008_dl_3.xls
2009,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-3043,Writers and authors,550.0,33.14,68920.0,29.41,61180.0,15.4,22.44,36.0,49.36,32040.0,46670.0,74880.0,102670.0,MSA_dl_3.xls
2010,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-3043,Writers and Authors,470.0,35.4,73630.0,30.04,62470.0,16.26,23.27,38.0,60.27,33820.0,48400.0,79040.0,125350.0,MSA_M2010_dl_3.xls
2011,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-3043,Writers and Authors,430.0,31.8,66140.0,27.9,58040.0,16.0,20.12,35.14,45.82,33270.0,41840.0,73090.0,95310.0,MSA_M2011_dl_3_OH_WY.xls
2012,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-3043,Writers and Authors,350.0,25.12,52250.0,23.05,47940.0,14.05,18.05,28.98,35.83,29230.0,37540.0,60280.0,74530.0,MSA_M2012_dl_3_OH_WY.xls
2013,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-3043,Writers and Authors,470.0,26.9,55940.0,25.38,52780.0,9.29,17.96,34.06,41.3,19330.0,37360.0,70850.0,85910.0,MSA_M2013_dl_3_OH_WY.xls
2014,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-3043,Writers and Authors,660.0,26.39,54890.0,26.47,55050.0,8.68,17.32,35.13,42.45,18050.0,36040.0,73070.0,88290.0,MSA_M2014_dl.xlsx
2015,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-3043,Writers and Authors,480.0,25.07,52150.0,22.57,46940.0,8.49,15.29,35.23,44.05,17660.0,31790.0,73280.0,91620.0,MSA_M2015_dl.xlsx
2016,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-3043,Writers and Authors,380.0,23.28,48420.0,21.64,45000.0,8.85,15.97,28.76,41.69,18410.0,33220.0,59810.0,86720.0,MSA_M2016_dl.xlsx
2017,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-3043,Writers and Authors,350.0,27.8,57820.0,27.3,56780.0,15.74,19.19,34.29,43.58,32750.0,39910.0,71320.0,90640.0,MSA_M2017_dl.xlsx
2018,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-3043,Writers and Authors,330.0,29.32,60980.0,29.29,60920.0,16.28,21.66,36.13,44.06,33850.0,45060.0,75140.0,91640.0,MSA_M2018_dl.xlsx
2019,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-3043,Writers and Authors,360.0,29.73,61840.0,29.09,60520.0,16.16,24.21,37.67,44.67,33600.0,50350.0,78350.0,92910.0,MSA_M2019_dl.xlsx
2020,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-3043,Writers and Authors,370.0,29.27,60880.0,28.69,59680.0,16.61,25.08,34.38,43.64,34540.0,52170.0,71510.0,90770.0,MSA_M2020_dl.xlsx
2021,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-3043,Writers and Authors,420.0,31.63,65790.0,29.66,61700.0,18.69,26.48,37.34,47.24,38880.0,55070.0,77660.0,98260.0,MSA_M2021_dl.xlsx
2022,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-3043,Writers and Authors,400.0,32.64,67880.0,31.5,65520.0,16.97,21.97,39.34,46.88,35300.0,45690.0,81820.0,97510.0,MSA_M2022_dl.xlsx
2023,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-3043,Writers and Authors,320.0,36.05,74980.0,33.0,68640.0,19.86,23.91,41.31,51.79,41300.0,49740.0,85930.0,107720.0,MSA_M2023_dl.xlsx
2024,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-3043,Writers and Authors,370.0,44.01,91530.0,36.57,76060.0,24.94,27.0,46.83,86.92,51870.0,56150.0,97400.0,180800.0,MSA_M2024_dl.xlsx
2025,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-3043,Writers and Authors,420.0,44.53,92620.0,36.24,75380.0,24.35,26.8,52.33,77.59,50640.0,55740.0,108840.0,161380.0,MSA_M2025_dl.xlsx
2005,US_national,National,0,U.S.,27-3043,Writers and authors,43020.0,25.89,53850.0,22.32,46420.0,11.69,16.04,31.13,43.24,24320.0,33360.0,64750.0,89940.0,national_may2005_dl.xls
2006,US_national,National,0,U.S.,27-3043,Writers and authors,43260.0,27.93,58080.0,23.38,48640.0,12.23,16.76,32.61,46.97,25430.0,34850.0,67820.0,97700.0,national_may2006_dl.xls
2007,US_national,National,0,U.S.,27-3043,Writers and authors,44310.0,28.9,60120.0,24.36,50660.0,12.76,17.49,33.83,48.04,26530.0,36370.0,70370.0,99910.0,national_May2007_dl.xls
2008,US_national,National,0,U.S.,27-3043,Writers and authors,44170.0,31.04,64560.0,25.51,53070.0,13.47,18.34,36.08,51.26,28020.0,38150.0,75060.0,106630.0,national__M2008_dl.xls
2009,US_national,National,0,U.S.,27-3043,Writers and authors,43390.0,31.04,64560.0,25.91,53900.0,13.5,18.63,36.41,50.82,28070.0,38760.0,75740.0,105710.0,national_dl.xls
2010,US_national,National,0,U.S.,27-3043,Writers and Authors,40980.0,31.71,65960.0,26.64,55420.0,13.76,18.91,37.29,52.62,28610.0,39330.0,77560.0,109440.0,national_M2010_dl.xls
2011,US_national,National,0,U.S.,27-3043,Writers and Authors,40930.0,32.72,68060.0,26.86,55870.0,13.55,19.03,38.0,55.64,28180.0,39580.0,79050.0,115740.0,national_M2011_dl.xls
2012,US_national,National,0,U.S.,27-3043,Writers and Authors,41990.0,32.9,68420.0,26.89,55940.0,13.35,18.77,39.04,56.66,27770.0,39050.0,81200.0,117860.0,national_M2012_dl.xls
2013,US_national,National,0,U.S.,27-3043,Writers and Authors,43590.0,33.3,69250.0,27.77,57750.0,13.61,19.29,40.48,56.27,28310.0,40130.0,84190.0,117050.0,national_M2013_dl.xls
2014,US_national,National,0,U.S.,27-3043,Writers and Authors,43500.0,32.63,67870.0,28.3,58850.0,13.77,19.67,40.28,55.2,28640.0,40920.0,83790.0,114820.0,national_M2014_dl.xlsx
2015,US_national,National,0,U.S.,27-3043,Writers and Authors,43380.0,33.24,69130.0,28.97,60250.0,14.05,20.38,40.4,55.06,29230.0,42380.0,84030.0,114530.0,national_M2015_dl.xlsx
2016,US_national,National,0,U.S.,27-3043,Writers and Authors,44690.0,34.58,71920.0,29.44,61240.0,14.12,20.73,40.15,57.04,29380.0,43130.0,83500.0,118640.0,national_M2016_dl.xlsx
2017,US_national,National,0,U.S.,27-3043,Writers and Authors,45300.0,34.67,72120.0,29.72,61820.0,14.67,21.3,40.48,57.1,30520.0,44310.0,84190.0,118760.0,national_M2017_dl.xlsx
2018,US_national,National,0,U.S.,27-3043,Writers and Authors,45210.0,35.14,73090.0,29.89,62170.0,15.24,21.58,41.14,58.49,31700.0,44890.0,85580.0,121670.0,national_M2018_dl.xlsx
2019,US_national,National,0,U.S.,27-3043,Writers and Authors,45860.0,35.51,73860.0,30.39,63200.0,16.18,22.42,41.88,58.87,33660.0,46640.0,87110.0,122450.0,national_M2019_dl.xlsx
2020,US_national,National,0,U.S.,27-3043,Writers and Authors,44240.0,37.82,78680.0,32.27,67120.0,17.25,23.7,45.24,64.17,35880.0,49310.0,94090.0,133460.0,national_M2020_dl.xlsx
2021,US_national,National,0,U.S.,27-3043,Writers and Authors,49410.0,39.0,81120.0,33.42,69510.0,18.51,23.74,48.6,64.22,38500.0,49390.0,101080.0,133580.0,national_M2021_dl.xlsx
2022,US_national,National,0,U.S.,27-3043,Writers and Authors,54010.0,44.02,91560.0,35.17,73150.0,19.04,24.51,50.48,77.53,39610.0,50980.0,105000.0,161260.0,national_M2022_dl.xlsx
2023,US_national,National,0,U.S.,27-3043,Writers and Authors,49450.0,42.11,87590.0,35.43,73690.0,19.67,25.32,48.55,71.27,40900.0,52660.0,100990.0,148240.0,national_M2023_dl.xlsx
2024,US_national,National,0,U.S.,27-3043,Writers and Authors,47800.0,41.24,85780.0,34.75,72270.0,19.75,25.43,47.27,64.27,41080.0,52890.0,98320.0,133680.0,national_M2024_dl.xlsx
2025,US_national,National,0,U.S.,27-3043,Writers and Authors,47940.0,41.39,86090.0,36.98,76910.0,21.31,28.0,49.01,67.25,44310.0,58230.0,101950.0,139870.0,national_M2025_dl.xlsx
2005,TX_state,State,48,Texas,27-3043,Writers and authors,1660.0,25.02,52040.0,21.88,45510.0,12.02,15.81,32.34,40.88,24990.0,32880.0,67260.0,85030.0,state_may2005_dl.xls
2006,TX_state,State,48,Texas,27-3043,Writers and authors,1930.0,25.4,52840.0,22.66,47130.0,12.19,16.05,32.63,42.53,25360.0,33390.0,67860.0,88460.0,state_may2006_dl.xls
2007,TX_state,State,48,Texas,27-3043,Writers and authors,2000.0,26.47,55070.0,23.87,49640.0,12.98,17.44,33.17,43.3,26990.0,36270.0,68990.0,90050.0,state_May2007_dl.xls
2008,TX_state,State,48,Texas,27-3043,Writers and authors,2180.0,26.14,54370.0,23.75,49400.0,13.42,17.61,31.8,40.9,27920.0,36620.0,66130.0,85060.0,state__M2008_dl.xls
2009,TX_state,State,48,Texas,27-3043,Writers and authors,2090.0,26.9,55960.0,24.62,51210.0,13.19,18.02,32.35,40.48,27440.0,37480.0,67280.0,84190.0,state_dl.xls
2010,TX_state,State,48,Texas,27-3043,Writers and Authors,2050.0,27.94,58120.0,24.68,51340.0,13.4,17.92,33.48,43.12,27870.0,37270.0,69640.0,89690.0,state_M2010_dl.xls
2011,TX_state,State,48,Texas,27-3043,Writers and Authors,1970.0,26.44,54990.0,23.25,48370.0,11.57,16.48,33.08,41.94,24070.0,34270.0,68810.0,87230.0,state_M2011_dl.xls
2012,TX_state,State,48,Texas,27-3043,Writers and Authors,2010.0,25.92,53920.0,23.64,49180.0,12.6,17.56,31.73,40.61,26210.0,36530.0,65990.0,84460.0,state_M2012_dl.xls
2013,TX_state,State,48,Texas,27-3043,Writers and Authors,2400.0,26.49,55110.0,25.05,52110.0,11.01,17.77,33.1,42.11,22910.0,36970.0,68850.0,87580.0,state_M2013_dl.xls
2014,TX_state,State,48,Texas,27-3043,Writers and Authors,2620.0,26.82,55780.0,26.04,54160.0,10.61,18.24,34.22,43.14,22070.0,37940.0,71180.0,89730.0,state_M2014_dl.xlsx
2015,TX_state,State,48,Texas,27-3043,Writers and Authors,2340.0,26.74,55620.0,26.15,54390.0,9.45,17.09,35.22,43.85,19660.0,35550.0,73270.0,91210.0,state_M2015_dl.xlsx
2016,TX_state,State,48,Texas,27-3043,Writers and Authors,2060.0,26.01,54100.0,24.48,50910.0,9.76,16.91,33.96,44.37,20300.0,35160.0,70640.0,92300.0,state_M2016_dl.xlsx
2017,TX_state,State,48,Texas,27-3043,Writers and Authors,2110.0,27.29,56760.0,25.94,53950.0,12.1,18.57,35.07,44.25,25170.0,38620.0,72940.0,92050.0,state_M2017_dl.xlsx
2018,TX_state,State,48,Texas,27-3043,Writers and Authors,2110.0,27.25,56680.0,25.83,53730.0,13.31,18.3,34.66,44.0,27680.0,38060.0,72100.0,91530.0,state_M2018_dl.xlsx
2019,TX_state,State,48,Texas,27-3043,Writers and Authors,2580.0,27.67,57550.0,26.17,54430.0,13.94,20.04,35.22,43.91,28990.0,41680.0,73250.0,91340.0,state_M2019_dl.xlsx
2020,TX_state,State,48,Texas,27-3043,Writers and Authors,2560.0,28.19,58640.0,26.82,55780.0,14.44,21.04,33.88,43.75,30030.0,43760.0,70470.0,91000.0,state_M2020_dl.xlsx
2021,TX_state,State,48,Texas,27-3043,Writers and Authors,1970.0,30.42,63270.0,29.23,60790.0,16.99,23.62,36.97,46.87,35340.0,49140.0,76890.0,97480.0,state_M2021_dl.xlsx
2022,TX_state,State,48,Texas,27-3043,Writers and Authors,2460.0,38.04,79130.0,29.2,60730.0,16.97,19.16,40.35,51.48,35300.0,39840.0,83930.0,107070.0,state_M2022_dl.xlsx
2023,TX_state,State,48,Texas,27-3043,Writers and Authors,2180.0,33.62,69940.0,31.03,64530.0,17.49,22.56,40.48,50.0,36380.0,46920.0,84200.0,104000.0,state_M2023_dl.xlsx
2024,TX_state,State,48,Texas,27-3043,Writers and Authors,2100.0,39.83,82840.0,34.45,71650.0,20.89,24.74,44.1,64.14,43460.0,51460.0,91730.0,133420.0,state_M2024_dl.xlsx
2025,TX_state,State,48,Texas,27-3043,Writers and Authors,2320.0,39.04,81210.0,33.65,69990.0,23.59,25.94,46.28,60.21,49070.0,53950.0,96260.0,125240.0,state_M2025_dl.xlsx
2005,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4014,Sound engineering technicians,60.0,19.06,39650.0,18.06,37560.0,8.0,10.12,28.01,32.42,16640.0,21050.0,58270.0,67430.0,MSA_may2005_dl_3.xls
2006,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4014,Sound engineering technicians,,23.2,48270.0,22.78,47390.0,17.63,20.61,25.81,32.68,36660.0,42870.0,53690.0,67960.0,MSA_may2006_dl_3.xls
2007,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4014,Sound engineering technicians,170.0,21.33,44360.0,22.29,46370.0,14.99,19.5,24.33,25.64,31180.0,40560.0,50600.0,53340.0,MSA_May2007_dl_3.xls
2008,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4014,Sound engineering technicians,100.0,21.19,44070.0,22.32,46420.0,13.79,17.54,24.8,26.38,28690.0,36490.0,51590.0,54880.0,MSA_M2008_dl_3.xls
2009,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4014,Sound engineering technicians,70.0,19.14,39800.0,17.54,36490.0,12.36,13.8,23.14,27.65,25700.0,28700.0,48130.0,57520.0,MSA_dl_3.xls
2010,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4014,Sound Engineering Technicians,110.0,17.62,36660.0,12.98,27000.0,8.23,9.67,18.12,28.65,17120.0,20100.0,37680.0,59600.0,MSA_M2010_dl_3.xls
2011,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-4014,Sound Engineering Technicians,130.0,17.86,37160.0,13.54,28170.0,8.56,10.42,20.18,28.64,17810.0,21670.0,41980.0,59580.0,MSA_M2011_dl_3_OH_WY.xls
2012,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-4014,Sound Engineering Technicians,130.0,19.92,41440.0,15.34,31900.0,8.46,9.9,25.38,29.32,17600.0,20600.0,52790.0,60990.0,MSA_M2012_dl_3_OH_WY.xls
2013,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-4014,Sound Engineering Technicians,70.0,23.28,48420.0,24.64,51260.0,10.44,17.0,27.59,29.58,21720.0,35370.0,57380.0,61530.0,MSA_M2013_dl_3_OH_WY.xls
2014,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-4014,Sound Engineering Technicians,70.0,25.07,52150.0,25.42,52880.0,12.14,20.2,28.39,32.37,25240.0,42010.0,59050.0,67340.0,MSA_M2014_dl.xlsx
2015,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4014,Sound Engineering Technicians,50.0,22.65,47120.0,22.09,45940.0,11.18,17.21,28.95,35.13,23260.0,35800.0,60210.0,73070.0,MSA_M2015_dl.xlsx
2016,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4014,Sound Engineering Technicians,70.0,23.51,48910.0,17.95,37330.0,8.18,9.88,32.88,38.44,17010.0,20540.0,68390.0,79950.0,MSA_M2016_dl.xlsx
2017,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4014,Sound Engineering Technicians,110.0,29.83,62040.0,25.5,53040.0,9.32,13.8,39.1,58.28,19380.0,28700.0,81330.0,121220.0,MSA_M2017_dl.xlsx
2018,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4014,Sound Engineering Technicians,170.0,26.49,55090.0,20.17,41960.0,9.52,13.08,33.53,56.27,19790.0,27210.0,69750.0,117040.0,MSA_M2018_dl.xlsx
2019,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4014,Sound Engineering Technicians,140.0,28.28,58830.0,24.93,51860.0,13.73,16.09,33.79,55.79,28550.0,33470.0,70290.0,116040.0,MSA_M2019_dl.xlsx
2020,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4014,Sound Engineering Technicians,100.0,23.88,49670.0,18.93,39380.0,12.87,15.73,30.6,38.26,26760.0,32730.0,63650.0,79580.0,MSA_M2020_dl.xlsx
2021,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4014,Sound Engineering Technicians,70.0,33.61,69910.0,31.1,64690.0,14.0,23.4,41.14,52.52,29110.0,48670.0,85570.0,109240.0,MSA_M2021_dl.xlsx
2022,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4014,Sound Engineering Technicians,80.0,28.43,59140.0,23.77,49430.0,14.18,15.86,31.17,55.14,29500.0,32980.0,64830.0,114680.0,MSA_M2022_dl.xlsx
2023,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-4014,Sound Engineering Technicians,60.0,32.5,67590.0,28.99,60300.0,16.19,19.44,32.78,65.67,33680.0,40430.0,68190.0,136600.0,MSA_M2023_dl.xlsx
2024,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-4014,Sound Engineering Technicians,70.0,32.41,67410.0,29.03,60390.0,21.55,24.05,32.84,57.99,44830.0,50030.0,68310.0,120620.0,MSA_M2024_dl.xlsx
2025,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-4014,Sound Engineering Technicians,150.0,32.15,66880.0,30.5,63440.0,18.84,21.36,37.3,47.66,39190.0,44420.0,77570.0,99130.0,MSA_M2025_dl.xlsx
2005,US_national,National,0,U.S.,27-4014,Sound engineering technicians,12680.0,22.98,47790.0,18.46,38390.0,9.47,13.17,29.55,42.49,19700.0,27380.0,61460.0,88370.0,national_may2005_dl.xls
2006,US_national,National,0,U.S.,27-4014,Sound engineering technicians,14080.0,24.16,50260.0,20.68,43010.0,10.12,14.07,31.53,43.64,21050.0,29270.0,65590.0,90770.0,national_may2006_dl.xls
2007,US_national,National,0,U.S.,27-4014,Sound engineering technicians,15490.0,26.07,54220.0,22.38,46550.0,11.24,15.43,35.39,46.55,23370.0,32090.0,73620.0,96830.0,national_May2007_dl.xls
2008,US_national,National,0,U.S.,27-4014,Sound engineering technicians,16600.0,25.53,53110.0,22.83,47490.0,11.44,15.75,33.51,44.57,23790.0,32770.0,69700.0,92700.0,national__M2008_dl.xls
2009,US_national,National,0,U.S.,27-4014,Sound engineering technicians,15560.0,25.93,53940.0,22.29,46370.0,11.26,15.6,32.21,45.32,23420.0,32450.0,67010.0,94270.0,national_dl.xls
2010,US_national,National,0,U.S.,27-4014,Sound Engineering Technicians,15650.0,25.98,54030.0,22.63,47080.0,10.84,15.29,31.53,44.52,22550.0,31790.0,65590.0,92600.0,national_M2010_dl.xls
2011,US_national,National,0,U.S.,27-4014,Sound Engineering Technicians,14930.0,26.98,56110.0,22.48,46750.0,10.35,14.94,33.83,47.23,21520.0,31070.0,70360.0,98240.0,national_M2011_dl.xls
2012,US_national,National,0,U.S.,27-4014,Sound Engineering Technicians,14280.0,26.6,55340.0,22.27,46310.0,10.96,15.16,34.53,46.97,22810.0,31540.0,71820.0,97700.0,national_M2012_dl.xls
2013,US_national,National,0,U.S.,27-4014,Sound Engineering Technicians,13480.0,27.22,56610.0,22.35,46480.0,10.66,15.68,35.03,48.96,22180.0,32610.0,72860.0,101840.0,national_M2013_dl.xls
2014,US_national,National,0,U.S.,27-4014,Sound Engineering Technicians,13750.0,28.21,58670.0,23.98,49870.0,10.97,16.08,35.96,51.38,22820.0,33450.0,74790.0,106870.0,national_M2014_dl.xlsx
2015,US_national,National,0,U.S.,27-4014,Sound Engineering Technicians,13840.0,30.45,63340.0,25.64,53330.0,10.82,17.1,39.15,56.99,22510.0,35570.0,81430.0,118530.0,national_M2015_dl.xlsx
2016,US_national,National,0,U.S.,27-4014,Sound Engineering Technicians,15210.0,31.37,65240.0,25.81,53680.0,11.75,16.58,39.95,58.48,24440.0,34490.0,83100.0,121630.0,national_M2016_dl.xlsx
2017,US_national,National,0,U.S.,27-4014,Sound Engineering Technicians,13370.0,32.78,68180.0,26.83,55810.0,12.44,17.41,42.87,60.21,25880.0,36220.0,89160.0,125230.0,national_M2017_dl.xlsx
2018,US_national,National,0,U.S.,27-4014,Sound Engineering Technicians,13510.0,30.53,63500.0,25.19,52390.0,12.35,15.99,38.35,56.54,25680.0,33260.0,79770.0,117600.0,national_M2018_dl.xlsx
2019,US_national,National,0,U.S.,27-4014,Sound Engineering Technicians,12890.0,32.25,67090.0,26.32,54740.0,12.5,16.96,38.04,58.33,25990.0,35270.0,79130.0,121320.0,national_M2019_dl.xlsx
2020,US_national,National,0,U.S.,27-4014,Sound Engineering Technicians,10870.0,32.31,67210.0,25.73,53520.0,13.3,17.05,37.22,57.56,27650.0,35460.0,77410.0,119720.0,national_M2020_dl.xlsx
2021,US_national,National,0,U.S.,27-4014,Sound Engineering Technicians,10800.0,32.38,67360.0,29.09,60500.0,14.0,20.24,38.33,59.95,29110.0,42100.0,79730.0,124690.0,national_M2021_dl.xlsx
2022,US_national,National,0,U.S.,27-4014,Sound Engineering Technicians,13420.0,36.34,75590.0,29.17,60670.0,15.0,20.0,47.82,65.36,31200.0,41600.0,99470.0,135950.0,national_M2022_dl.xlsx
2023,US_national,National,0,U.S.,27-4014,Sound Engineering Technicians,14600.0,35.62,74100.0,28.57,59430.0,17.38,22.03,45.46,63.91,36160.0,45820.0,94550.0,132940.0,national_M2023_dl.xlsx
2024,US_national,National,0,U.S.,27-4014,Sound Engineering Technicians,13050.0,38.12,79280.0,31.94,66430.0,17.6,22.92,48.05,64.9,36600.0,47680.0,99950.0,134980.0,national_M2024_dl.xlsx
2025,US_national,National,0,U.S.,27-4014,Sound Engineering Technicians,13080.0,39.13,81390.0,35.16,73130.0,18.06,23.99,48.21,66.04,37570.0,49910.0,100280.0,137370.0,national_M2025_dl.xlsx
2005,TX_state,State,48,Texas,27-4014,Sound engineering technicians,550.0,17.69,36800.0,14.53,30220.0,6.77,9.25,18.95,32.44,14090.0,19250.0,39420.0,67470.0,state_may2005_dl.xls
2006,TX_state,State,48,Texas,27-4014,Sound engineering technicians,620.0,19.73,41040.0,16.54,34410.0,7.93,11.07,22.59,33.63,16500.0,23030.0,46990.0,69960.0,state_may2006_dl.xls
2007,TX_state,State,48,Texas,27-4014,Sound engineering technicians,630.0,18.17,37800.0,17.87,37170.0,8.42,11.91,23.33,28.59,17510.0,24780.0,48530.0,59480.0,state_May2007_dl.xls
2008,TX_state,State,48,Texas,27-4014,Sound engineering technicians,590.0,19.82,41220.0,18.93,39380.0,8.68,12.8,24.7,34.41,18040.0,26630.0,51370.0,71580.0,state__M2008_dl.xls
2009,TX_state,State,48,Texas,27-4014,Sound engineering technicians,480.0,19.17,39880.0,16.44,34190.0,7.69,11.66,24.17,35.7,16000.0,24250.0,50280.0,74260.0,state_dl.xls
2010,TX_state,State,48,Texas,27-4014,Sound Engineering Technicians,590.0,18.43,38330.0,13.27,27610.0,7.87,9.17,20.41,38.6,16370.0,19070.0,42440.0,80280.0,state_M2010_dl.xls
2011,TX_state,State,48,Texas,27-4014,Sound Engineering Technicians,620.0,17.55,36510.0,12.78,26590.0,8.08,9.11,18.53,38.36,16810.0,18950.0,38550.0,79800.0,state_M2011_dl.xls
2012,TX_state,State,48,Texas,27-4014,Sound Engineering Technicians,660.0,21.82,45380.0,13.89,28890.0,8.19,9.3,24.48,52.13,17030.0,19350.0,50920.0,108420.0,state_M2012_dl.xls
2013,TX_state,State,48,Texas,27-4014,Sound Engineering Technicians,440.0,22.68,47180.0,17.16,35690.0,8.42,10.47,27.02,43.12,17510.0,21790.0,56210.0,89680.0,state_M2013_dl.xls
2014,TX_state,State,48,Texas,27-4014,Sound Engineering Technicians,430.0,24.59,51140.0,18.74,38990.0,8.31,10.9,29.54,47.19,17280.0,22670.0,61440.0,98160.0,state_M2014_dl.xlsx
2015,TX_state,State,48,Texas,27-4014,Sound Engineering Technicians,370.0,20.28,42180.0,17.81,37040.0,8.19,9.36,27.38,36.8,17040.0,19460.0,56950.0,76550.0,state_M2015_dl.xlsx
2016,TX_state,State,48,Texas,27-4014,Sound Engineering Technicians,510.0,24.18,50290.0,19.02,39570.0,8.52,11.24,33.89,44.72,17720.0,23380.0,70490.0,93020.0,state_M2016_dl.xlsx
2017,TX_state,State,48,Texas,27-4014,Sound Engineering Technicians,500.0,26.3,54710.0,20.16,41940.0,9.61,13.44,35.53,49.39,20000.0,27950.0,73910.0,102720.0,state_M2017_dl.xlsx
2018,TX_state,State,48,Texas,27-4014,Sound Engineering Technicians,650.0,28.76,59810.0,22.55,46910.0,10.56,13.68,39.54,52.04,21970.0,28450.0,82230.0,108240.0,state_M2018_dl.xlsx
