year,geography,geo_level,area,area_name,occ_code,occ_title,tot_emp,h_mean,a_mean,h_median,a_median,h_pct10,h_pct25,h_pct75,h_pct90,a_pct10,a_pct25,a_pct75,a_pct90,source_file
2024,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-2011,Actors,80.0,39.26,,24.35,,13.43,18.42,35.67,,,,,,MSA_M2024_dl.xlsx
2025,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-2011,Actors,160.0,,,,,,,,,,,,,MSA_M2025_dl.xlsx
2005,US_national,National,0,U.S.,27-2011,Actors,59590.0,23.73,,13.6,,7.09,8.39,34.59,56.67,,,,,national_may2005_dl.xls
2006,US_national,National,0,U.S.,27-2011,Actors,51880.0,21.84,,11.61,,7.31,8.47,22.51,51.02,,,,,national_may2006_dl.xls
2007,US_national,National,0,U.S.,27-2011,Actors,44860.0,23.91,,14.28,,7.71,8.92,25.01,58.27,,,,,national_May2007_dl.xls
2008,US_national,National,0,U.S.,27-2011,Actors,44360.0,29.05,,16.59,,7.99,9.81,29.57,,,,,,national__M2008_dl.xls
2009,US_national,National,0,U.S.,27-2011,Actors,39880.0,28.79,,16.2,,7.98,10.18,29.33,74.44,,,,,national_dl.xls
2010,US_national,National,0,U.S.,27-2011,Actors,54740.0,28.44,,17.44,,8.58,10.78,30.19,64.04,,,,,national_M2010_dl.xls
2011,US_national,National,0,U.S.,27-2011,Actors,60830.0,33.82,,19.14,,8.79,11.37,36.96,,,,,,national_M2011_dl.xls
2012,US_national,National,0,U.S.,27-2011,Actors,70540.0,35.97,,20.26,,8.92,11.84,44.86,,,,,,national_M2012_dl.xls
2013,US_national,National,0,U.S.,27-2011,Actors,63230.0,41.94,,22.15,,9.05,13.11,56.38,,,,,,national_M2013_dl.xls
2014,US_national,National,0,U.S.,27-2011,Actors,59210.0,37.28,,19.82,,9.0,11.97,49.7,,,,,,national_M2014_dl.xlsx
2015,US_national,National,0,U.S.,27-2011,Actors,50570.0,37.47,,18.8,,9.27,11.8,48.79,,,,,,national_M2015_dl.xlsx
2016,US_national,National,0,U.S.,27-2011,Actors,48620.0,39.84,,18.7,,9.39,11.78,44.36,,,,,,national_M2016_dl.xlsx
2017,US_national,National,0,U.S.,27-2011,Actors,43470.0,32.89,,17.49,,8.97,11.01,33.59,89.08,,,,,national_M2017_dl.xlsx
2018,US_national,National,0,U.S.,27-2011,Actors,47430.0,29.34,,17.54,,9.05,10.96,28.41,61.74,,,,,national_M2018_dl.xlsx
2019,US_national,National,0,U.S.,27-2011,Actors,52620.0,29.14,,20.43,,9.52,12.59,29.29,60.41,,,,,national_M2019_dl.xlsx
2020,US_national,National,0,U.S.,27-2011,Actors,44460.0,31.42,,21.88,,10.51,14.04,30.38,64.92,,,,,national_M2020_dl.xlsx
2021,US_national,National,0,U.S.,27-2011,Actors,30100.0,31.31,,23.48,,11.16,15.02,30.0,61.98,,,,,national_M2021_dl.xlsx
2022,US_national,National,0,U.S.,27-2011,Actors,54160.0,36.06,,17.94,,13.2,15.61,29.63,109.46,,,,,national_M2022_dl.xlsx
2023,US_national,National,0,U.S.,27-2011,Actors,62560.0,41.01,,20.5,,13.0,15.98,36.54,100.01,,,,,national_M2023_dl.xlsx
2024,US_national,National,0,U.S.,27-2011,Actors,38800.0,44.4,,23.33,,14.0,16.94,41.09,97.19,,,,,national_M2024_dl.xlsx
2025,US_national,National,0,U.S.,27-2011,Actors,55000.0,58.29,,29.05,,16.5,20.34,97.95,143.68,,,,,national_M2025_dl.xlsx
2005,TX_state,State,48,Texas,27-2011,Actors,,18.35,,19.59,,6.0,6.94,24.57,32.79,,,,,state_may2005_dl.xls
2009,TX_state,State,48,Texas,27-2011,Actors,3720.0,19.7,,10.12,,7.01,7.64,17.94,28.94,,,,,state_dl.xls
2011,TX_state,State,48,Texas,27-2011,Actors,1540.0,25.43,,13.35,,8.04,8.94,26.19,55.69,,,,,state_M2011_dl.xls
2015,TX_state,State,48,Texas,27-2011,Actors,1050.0,24.78,,18.85,,9.52,11.99,23.8,38.95,,,,,state_M2015_dl.xlsx
2016,TX_state,State,48,Texas,27-2011,Actors,1320.0,23.47,,15.75,,8.73,10.65,23.15,38.77,,,,,state_M2016_dl.xlsx
2017,TX_state,State,48,Texas,27-2011,Actors,1720.0,21.92,,14.67,,8.81,10.5,22.77,38.57,,,,,state_M2017_dl.xlsx
2018,TX_state,State,48,Texas,27-2011,Actors,1250.0,18.33,,11.97,,8.85,10.16,17.7,27.31,,,,,state_M2018_dl.xlsx
2019,TX_state,State,48,Texas,27-2011,Actors,1120.0,20.29,,15.57,,9.64,11.23,22.03,25.99,,,,,state_M2019_dl.xlsx
2020,TX_state,State,48,Texas,27-2011,Actors,,20.4,,19.79,,8.18,10.15,23.04,25.79,,,,,state_M2020_dl.xlsx
2021,TX_state,State,48,Texas,27-2011,Actors,760.0,21.76,,17.74,,14.14,17.74,23.42,26.45,,,,,state_M2021_dl.xlsx
2022,TX_state,State,48,Texas,27-2011,Actors,560.0,,,,,,,,,,,,,state_M2022_dl.xlsx
2023,TX_state,State,48,Texas,27-2011,Actors,1000.0,,,,,,,,,,,,,state_M2023_dl.xlsx
2024,TX_state,State,48,Texas,27-2011,Actors,1230.0,30.74,,20.26,,14.51,17.86,30.08,58.93,,,,,state_M2024_dl.xlsx
2025,TX_state,State,48,Texas,27-2011,Actors,2160.0,47.11,,25.86,,14.97,18.07,67.01,111.29,,,,,state_M2025_dl.xlsx
2008,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2041,Music directors and composers,,21.93,45610.0,22.18,46130.0,19.9,20.81,23.55,24.36,41400.0,43290.0,48970.0,50680.0,MSA_M2008_dl_3.xls
2009,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2041,Music directors and composers,90.0,21.53,44790.0,21.52,44750.0,13.6,19.11,23.89,26.54,28290.0,39760.0,49700.0,55200.0,MSA_dl_3.xls
2010,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2041,Music Directors and Composers,250.0,22.14,46050.0,21.59,44910.0,18.44,19.68,24.3,27.91,38360.0,40940.0,50550.0,58050.0,MSA_M2010_dl_3.xls
2011,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-2041,Music Directors and Composers,260.0,23.63,49160.0,21.99,45750.0,18.5,19.97,25.17,28.79,38490.0,41530.0,52350.0,59890.0,MSA_M2011_dl_3_OH_WY.xls
2012,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-2041,Music Directors and Composers,200.0,24.45,50860.0,22.63,47070.0,19.36,20.59,26.22,29.6,40280.0,42820.0,54540.0,61570.0,MSA_M2012_dl_3_OH_WY.xls
2013,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-2041,Music Directors and Composers,40.0,29.92,62240.0,25.59,53230.0,19.08,21.64,29.17,35.39,39680.0,45000.0,60680.0,73620.0,MSA_M2013_dl_3_OH_WY.xls
2014,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-2041,Music Directors and Composers,40.0,25.87,53810.0,26.1,54280.0,20.27,22.58,29.23,33.1,42160.0,46970.0,60790.0,68850.0,MSA_M2014_dl.xlsx
2015,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2041,Music Directors and Composers,100.0,27.04,56250.0,23.6,49090.0,15.84,20.31,27.72,30.25,32950.0,42240.0,57660.0,62910.0,MSA_M2015_dl.xlsx
2016,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2041,Music Directors and Composers,120.0,27.03,56220.0,24.06,50040.0,15.4,20.74,28.05,30.51,32040.0,43130.0,58340.0,63470.0,MSA_M2016_dl.xlsx
2017,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2041,Music Directors and Composers,100.0,27.93,58090.0,24.96,51920.0,18.84,21.67,28.72,31.24,39180.0,45070.0,59740.0,64970.0,MSA_M2017_dl.xlsx
2018,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2041,Music Directors and Composers,60.0,34.37,71490.0,27.57,57350.0,14.6,23.05,31.88,47.07,30380.0,47940.0,66310.0,97900.0,MSA_M2018_dl.xlsx
2019,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2041,Music Directors and Composers,60.0,,,,,,,,,,,,,MSA_M2019_dl.xlsx
2020,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2041,Music Directors and Composers,50.0,36.97,76910.0,32.56,67720.0,21.18,25.31,38.45,47.11,44060.0,52640.0,79970.0,97980.0,MSA_M2020_dl.xlsx
2021,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2041,Music Directors and Composers,30.0,34.32,71390.0,29.84,62070.0,22.7,23.73,37.49,55.17,47210.0,49360.0,77970.0,114750.0,MSA_M2021_dl.xlsx
2005,US_national,National,0,U.S.,27-2041,Music directors and composers,8610.0,20.9,43470.0,16.74,34810.0,7.85,11.4,24.51,38.57,16330.0,23710.0,50980.0,80220.0,national_may2005_dl.xls
2006,US_national,National,0,U.S.,27-2041,Music directors and composers,9470.0,25.63,53320.0,19.11,39750.0,7.31,11.38,29.02,53.29,15210.0,23660.0,60350.0,110850.0,national_may2006_dl.xls
2007,US_national,National,0,U.S.,27-2041,Music directors and composers,9110.0,25.95,53970.0,19.3,40150.0,7.74,12.99,28.94,53.6,16110.0,27020.0,60200.0,111490.0,national_May2007_dl.xls
2008,US_national,National,0,U.S.,27-2041,Music directors and composers,9120.0,26.36,54840.0,19.84,41270.0,8.05,12.73,30.38,51.57,16750.0,26480.0,63200.0,107280.0,national__M2008_dl.xls
2009,US_national,National,0,U.S.,27-2041,Music directors and composers,14330.0,25.68,53410.0,21.68,45090.0,10.33,15.49,29.63,40.87,21480.0,32210.0,61630.0,85020.0,national_dl.xls
2010,US_national,National,0,U.S.,27-2041,Music Directors and Composers,20640.0,25.36,52750.0,22.1,45970.0,10.44,16.21,29.68,40.88,21720.0,33720.0,61740.0,85020.0,national_M2010_dl.xls
2011,US_national,National,0,U.S.,27-2041,Music Directors and Composers,25290.0,25.84,53760.0,22.8,47410.0,10.67,17.0,29.9,41.24,22190.0,35370.0,62180.0,85770.0,national_M2011_dl.xls
2012,US_national,National,0,U.S.,27-2041,Music Directors and Composers,24940.0,25.68,53420.0,22.77,47350.0,10.31,16.85,30.26,41.4,21450.0,35050.0,62950.0,86110.0,national_M2012_dl.xls
2013,US_national,National,0,U.S.,27-2041,Music Directors and Composers,23190.0,26.23,54560.0,23.24,48330.0,10.64,16.96,31.21,42.3,22130.0,35280.0,64910.0,87970.0,national_M2013_dl.xls
2014,US_national,National,0,U.S.,27-2041,Music Directors and Composers,21880.0,26.55,55230.0,23.16,48180.0,10.39,16.88,31.77,44.16,21610.0,35100.0,66080.0,91860.0,national_M2014_dl.xlsx
2015,US_national,National,0,U.S.,27-2041,Music Directors and Composers,21540.0,28.38,59040.0,23.95,49820.0,10.13,16.92,33.74,48.63,21070.0,35200.0,70180.0,101150.0,national_M2015_dl.xlsx
2016,US_national,National,0,U.S.,27-2041,Music Directors and Composers,18380.0,29.15,60630.0,24.09,50110.0,10.01,16.84,33.9,51.3,20820.0,35020.0,70510.0,106700.0,national_M2016_dl.xlsx
2017,US_national,National,0,U.S.,27-2041,Music Directors and Composers,15400.0,29.56,61490.0,24.32,50590.0,10.1,16.49,34.3,52.55,21010.0,34290.0,71350.0,109300.0,national_M2017_dl.xlsx
2018,US_national,National,0,U.S.,27-2041,Music Directors and Composers,12160.0,28.75,59790.0,23.86,49630.0,10.41,14.88,33.54,54.24,21640.0,30950.0,69770.0,112820.0,national_M2018_dl.xlsx
2019,US_national,National,0,U.S.,27-2041,Music Directors and Composers,10580.0,31.09,64670.0,24.84,51670.0,11.1,16.01,36.06,60.19,23100.0,33290.0,75010.0,125200.0,national_M2019_dl.xlsx
2020,US_national,National,0,U.S.,27-2041,Music Directors and Composers,9200.0,31.6,65720.0,25.12,52250.0,11.49,16.34,36.54,59.8,23890.0,33990.0,76000.0,124390.0,national_M2020_dl.xlsx
2021,US_national,National,0,U.S.,27-2041,Music Directors and Composers,9560.0,31.29,65080.0,23.62,49130.0,11.75,17.66,37.52,59.52,24440.0,36720.0,78030.0,123800.0,national_M2021_dl.xlsx
2022,US_national,National,0,U.S.,27-2041,Music Directors and Composers,11690.0,45.88,95430.0,30.26,62940.0,15.26,21.66,47.21,79.69,31750.0,45050.0,98200.0,165760.0,national_M2022_dl.xlsx
2023,US_national,National,0,U.S.,27-2041,Music Directors and Composers,10770.0,42.23,87840.0,30.09,62590.0,16.46,22.55,48.89,83.56,34240.0,46910.0,101690.0,173810.0,national_M2023_dl.xlsx
2024,US_national,National,0,U.S.,27-2041,Music Directors and Composers,12330.0,40.5,84230.0,30.61,63670.0,16.82,22.75,46.44,75.49,34990.0,47330.0,96590.0,157010.0,national_M2024_dl.xlsx
2025,US_national,National,0,U.S.,27-2041,Music Directors and Composers,12540.0,43.5,90470.0,35.44,73710.0,19.17,25.53,50.04,79.69,39880.0,53110.0,104090.0,165760.0,national_M2025_dl.xlsx
2005,TX_state,State,48,Texas,27-2041,Music directors and composers,140.0,17.43,36250.0,10.49,21810.0,6.12,7.35,21.76,31.78,12720.0,15280.0,45260.0,66100.0,state_may2005_dl.xls
2006,TX_state,State,48,Texas,27-2041,Music directors and composers,120.0,21.99,45740.0,16.4,34100.0,6.47,8.02,32.69,41.83,13460.0,16670.0,68000.0,87020.0,state_may2006_dl.xls
2007,TX_state,State,48,Texas,27-2041,Music directors and composers,170.0,21.82,45390.0,20.37,42370.0,8.33,11.23,24.48,40.42,17330.0,23360.0,50920.0,84080.0,state_May2007_dl.xls
2008,TX_state,State,48,Texas,27-2041,Music directors and composers,220.0,24.44,50830.0,22.65,47110.0,8.98,15.93,33.8,39.28,18680.0,33140.0,70290.0,81700.0,state__M2008_dl.xls
2009,TX_state,State,48,Texas,27-2041,Music directors and composers,1090.0,25.73,53530.0,24.98,51950.0,16.36,20.91,29.33,35.92,34030.0,43490.0,61010.0,74710.0,state_dl.xls
2010,TX_state,State,48,Texas,27-2041,Music Directors and Composers,2420.0,23.39,48650.0,23.27,48410.0,8.71,18.4,28.14,35.11,18130.0,38260.0,58520.0,73020.0,state_M2010_dl.xls
2011,TX_state,State,48,Texas,27-2041,Music Directors and Composers,2760.0,24.21,50360.0,23.97,49860.0,9.1,19.34,28.44,34.74,18920.0,40220.0,59150.0,72250.0,state_M2011_dl.xls
2012,TX_state,State,48,Texas,27-2041,Music Directors and Composers,1920.0,23.59,49060.0,23.22,48300.0,8.77,17.59,28.22,34.22,18240.0,36600.0,58710.0,71180.0,state_M2012_dl.xls
2013,TX_state,State,48,Texas,27-2041,Music Directors and Composers,990.0,26.81,55770.0,25.94,53960.0,18.84,21.93,29.98,35.42,39180.0,45610.0,62360.0,73670.0,state_M2013_dl.xls
2014,TX_state,State,48,Texas,27-2041,Music Directors and Composers,940.0,27.05,56250.0,24.97,51930.0,16.34,20.52,29.48,35.56,33980.0,42670.0,61320.0,73960.0,state_M2014_dl.xlsx
2015,TX_state,State,48,Texas,27-2041,Music Directors and Composers,1210.0,26.83,55800.0,24.96,51920.0,15.91,20.2,29.13,35.22,33100.0,42020.0,60580.0,73260.0,state_M2015_dl.xlsx
2016,TX_state,State,48,Texas,27-2041,Music Directors and Composers,1150.0,27.83,57890.0,24.67,51320.0,15.68,19.93,29.34,37.23,32610.0,41450.0,61030.0,77430.0,state_M2016_dl.xlsx
2017,TX_state,State,48,Texas,27-2041,Music Directors and Composers,940.0,27.44,57070.0,26.77,55680.0,16.89,21.96,30.49,37.4,35120.0,45670.0,63420.0,77800.0,state_M2017_dl.xlsx
2018,TX_state,State,48,Texas,27-2041,Music Directors and Composers,890.0,29.43,61210.0,28.05,58340.0,17.69,23.19,33.62,39.48,36790.0,48230.0,69940.0,82120.0,state_M2018_dl.xlsx
2019,TX_state,State,48,Texas,27-2041,Music Directors and Composers,860.0,32.23,67040.0,30.32,63070.0,20.79,25.66,36.91,44.15,43250.0,53360.0,76770.0,91840.0,state_M2019_dl.xlsx
2020,TX_state,State,48,Texas,27-2041,Music Directors and Composers,750.0,31.47,65450.0,29.06,60430.0,17.13,22.44,37.23,47.02,35620.0,46680.0,77430.0,97800.0,state_M2020_dl.xlsx
2021,TX_state,State,48,Texas,27-2041,Music Directors and Composers,380.0,35.31,73440.0,29.84,62070.0,22.19,23.62,37.78,48.88,46140.0,49130.0,78580.0,101680.0,state_M2021_dl.xlsx
2022,TX_state,State,48,Texas,27-2041,Music Directors and Composers,290.0,43.13,89710.0,40.26,83730.0,23.4,30.19,45.48,71.86,48680.0,62800.0,94600.0,149460.0,state_M2022_dl.xlsx
2023,TX_state,State,48,Texas,27-2041,Music Directors and Composers,170.0,45.32,94270.0,39.59,82340.0,16.64,27.54,60.84,76.56,34610.0,57270.0,126540.0,159240.0,state_M2023_dl.xlsx
2024,TX_state,State,48,Texas,27-2041,Music Directors and Composers,650.0,39.26,81660.0,24.7,51380.0,19.17,22.84,39.39,68.49,39870.0,47510.0,81930.0,142460.0,state_M2024_dl.xlsx
2025,TX_state,State,48,Texas,27-2041,Music Directors and Composers,480.0,41.23,85750.0,31.53,65570.0,13.45,24.99,41.43,62.64,27970.0,51980.0,86180.0,130290.0,state_M2025_dl.xlsx
2005,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2042,Musicians and singers,150.0,16.86,,13.68,,8.79,10.46,23.18,27.09,,,,,MSA_may2005_dl_3.xls
2006,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2042,Musicians and singers,110.0,16.81,,13.79,,9.24,11.08,16.56,25.06,,,,,MSA_may2006_dl_3.xls
2007,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2042,Musicians and singers,120.0,19.84,,16.78,,8.38,9.49,21.67,31.88,,,,,MSA_May2007_dl_3.xls
2008,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2042,Musicians and singers,180.0,15.74,,13.38,,8.41,9.19,18.01,28.09,,,,,MSA_M2008_dl_3.xls
2009,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2042,Musicians and singers,240.0,16.72,,10.09,,8.1,8.77,22.19,27.51,,,,,MSA_dl_3.xls
2010,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2042,Musicians and Singers,170.0,22.77,,21.65,,8.3,11.61,30.22,35.81,,,,,MSA_M2010_dl_3.xls
2011,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-2042,Musicians and Singers,280.0,27.18,,19.71,,7.99,8.97,33.11,76.05,,,,,MSA_M2011_dl_3_OH_WY.xls
2012,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-2042,Musicians and Singers,250.0,25.72,,17.76,,8.14,9.33,31.48,76.94,,,,,MSA_M2012_dl_3_OH_WY.xls
2013,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-2042,Musicians and Singers,720.0,20.94,,13.99,,9.45,12.51,21.6,43.66,,,,,MSA_M2013_dl_3_OH_WY.xls
2014,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-2042,Musicians and Singers,,27.93,,17.74,,11.97,13.43,36.1,60.55,,,,,MSA_M2014_dl.xlsx
2015,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2042,Musicians and Singers,,33.35,,20.92,,12.51,14.06,45.8,80.68,,,,,MSA_M2015_dl.xlsx
2016,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2042,Musicians and Singers,430.0,,,,,,,,,,,,,MSA_M2016_dl.xlsx
2017,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2042,Musicians and Singers,240.0,51.71,,31.03,,18.38,24.68,55.36,,,,,,MSA_M2017_dl.xlsx
2018,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2042,Musicians and Singers,370.0,36.22,,24.16,,13.39,17.9,38.6,61.78,,,,,MSA_M2018_dl.xlsx
2019,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2042,Musicians and Singers,400.0,26.23,,21.12,,8.53,13.6,28.53,54.9,,,,,MSA_M2019_dl.xlsx
2020,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2042,Musicians and Singers,240.0,29.87,,20.29,,8.77,13.72,25.19,59.19,,,,,MSA_M2020_dl.xlsx
2021,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2042,Musicians and Singers,130.0,41.46,,35.11,,9.98,12.45,47.14,,,,,,MSA_M2021_dl.xlsx
2022,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2042,Musicians and Singers,180.0,44.6,,40.32,,12.89,24.12,47.65,48.97,,,,,MSA_M2022_dl.xlsx
2023,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock, TX",27-2042,Musicians and Singers,220.0,46.16,,33.95,,15.22,24.08,47.65,78.94,,,,,MSA_M2023_dl.xlsx
2024,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-2042,Musicians and Singers,100.0,44.6,,31.14,,23.32,26.03,50.13,69.13,,,,,MSA_M2024_dl.xlsx
2025,Austin_RoundRock_MSA_12420,MSA,12420,"Austin-Round Rock-San Marcos, TX",27-2042,Musicians and Singers,120.0,35.7,,31.49,,8.62,20.96,36.3,62.52,,,,,MSA_M2025_dl.xlsx
2005,US_national,National,0,U.S.,27-2042,Musicians and singers,50410.0,25.16,,17.9,,6.8,10.91,32.16,52.78,,,,,national_may2005_dl.xls
2006,US_national,National,0,U.S.,27-2042,Musicians and singers,46600.0,27.51,,19.73,,7.08,10.81,36.55,57.37,,,,,national_may2006_dl.xls
2007,US_national,National,0,U.S.,27-2042,Musicians and singers,47520.0,27.27,,19.92,,7.33,10.8,35.7,58.46,,,,,national_May2007_dl.xls
2008,US_national,National,0,U.S.,27-2042,Musicians and singers,47030.0,28.28,,21.24,,7.64,11.49,36.36,59.92,,,,,national__M2008_dl.xls
2009,US_national,National,0,U.S.,27-2042,Musicians and singers,47260.0,29.1,,22.36,,8.04,12.64,37.09,58.9,,,,,national_dl.xls
2010,US_national,National,0,U.S.,27-2042,Musicians and Singers,43350.0,30.22,,22.39,,8.5,12.94,39.54,60.02,,,,,national_M2010_dl.xls
2011,US_national,National,0,U.S.,27-2042,Musicians and Singers,42530.0,31.74,,22.99,,8.63,12.34,40.71,66.01,,,,,national_M2011_dl.xls
2012,US_national,National,0,U.S.,27-2042,Musicians and Singers,42100.0,31.94,,23.5,,8.81,13.07,40.15,65.24,,,,,national_M2012_dl.xls
2013,US_national,National,0,U.S.,27-2042,Musicians and Singers,39260.0,32.1,,23.74,,8.88,12.92,40.05,68.63,,,,,national_M2013_dl.xls
2014,US_national,National,0,U.S.,27-2042,Musicians and Singers,38900.0,32.49,,24.16,,8.98,13.21,41.56,66.11,,,,,national_M2014_dl.xlsx
2015,US_national,National,0,U.S.,27-2042,Musicians and Singers,37090.0,33.62,,24.2,,9.2,13.2,44.01,68.98,,,,,national_M2015_dl.xlsx
2016,US_national,National,0,U.S.,27-2042,Musicians and Singers,40110.0,34.56,,25.14,,9.33,14.02,47.21,68.13,,,,,national_M2016_dl.xlsx
2017,US_national,National,0,U.S.,27-2042,Musicians and Singers,40170.0,35.86,,26.96,,9.7,15.74,47.9,69.81,,,,,national_M2017_dl.xlsx
2018,US_national,National,0,U.S.,27-2042,Musicians and Singers,41680.0,37.51,,28.15,,10.4,15.97,49.25,73.34,,,,,national_M2018_dl.xlsx
2019,US_national,National,0,U.S.,27-2042,Musicians and Singers,41130.0,39.96,,30.39,,11.11,17.48,50.76,80.7,,,,,national_M2019_dl.xlsx
2020,US_national,National,0,U.S.,27-2042,Musicians and Singers,34770.0,41.72,,31.4,,11.17,17.67,54.6,87.47,,,,,national_M2020_dl.xlsx
2021,US_national,National,0,U.S.,27-2042,Musicians and Singers,24080.0,41.46,,30.49,,11.47,18.12,55.09,88.77,,,,,national_M2021_dl.xlsx
2022,US_national,National,0,U.S.,27-2042,Musicians and Singers,31750.0,50.21,,39.14,,14.42,20.36,61.74,100.22,,,,,national_M2022_dl.xlsx
2023,US_national,National,0,U.S.,27-2042,Musicians and Singers,35520.0,51.65,,39.14,,16.02,23.7,60.92,102.98,,,,,national_M2023_dl.xlsx
2024,US_national,National,0,U.S.,27-2042,Musicians and Singers,38350.0,55.13,,42.45,,18.68,26.02,62.83,105.44,,,,,national_M2024_dl.xlsx
2025,US_national,National,0,U.S.,27-2042,Musicians and Singers,36180.0,60.46,,47.8,,20.35,27.57,75.33,132.56,,,,,national_M2025_dl.xlsx
2005,TX_state,State,48,Texas,27-2042,Musicians and singers,2870.0,15.59,,13.08,,6.24,8.12,17.71,29.59,,,,,state_may2005_dl.xls
2006,TX_state,State,48,Texas,27-2042,Musicians and singers,2320.0,15.27,,13.11,,6.28,7.9,17.53,29.84,,,,,state_may2006_dl.xls
2007,TX_state,State,48,Texas,27-2042,Musicians and singers,2120.0,16.99,,13.85,,6.08,7.09,18.87,34.31,,,,,state_May2007_dl.xls
2008,TX_state,State,48,Texas,27-2042,Musicians and singers,1970.0,16.8,,13.97,,6.73,8.05,18.81,30.28,,,,,state__M2008_dl.xls
2009,TX_state,State,48,Texas,27-2042,Musicians and singers,2300.0,18.51,,14.22,,7.19,8.34,21.24,35.64,,,,,state_dl.xls
2010,TX_state,State,48,Texas,27-2042,Musicians and Singers,1880.0,21.67,,19.79,,9.18,13.59,26.14,34.67,,,,,state_M2010_dl.xls
2011,TX_state,State,48,Texas,27-2042,Musicians and Singers,2090.0,21.9,,20.32,,8.75,11.57,25.81,34.75,,,,,state_M2011_dl.xls
2012,TX_state,State,48,Texas,27-2042,Musicians and Singers,1690.0,21.07,,19.73,,8.43,11.94,23.74,33.56,,,,,state_M2012_dl.xls
2013,TX_state,State,48,Texas,27-2042,Musicians and Singers,1800.0,24.37,,16.78,,8.66,12.27,27.8,60.42,,,,,state_M2013_dl.xls
2014,TX_state,State,48,Texas,27-2042,Musicians and Singers,1880.0,27.74,,19.63,,8.57,12.65,35.48,65.49,,,,,state_M2014_dl.xlsx
2015,TX_state,State,48,Texas,27-2042,Musicians and Singers,1780.0,31.48,,22.23,,9.16,13.88,47.29,65.03,,,,,state_M2015_dl.xlsx
2016,TX_state,State,48,Texas,27-2042,Musicians and Singers,1600.0,30.34,,21.84,,8.4,11.82,39.72,59.95,,,,,state_M2016_dl.xlsx
2017,TX_state,State,48,Texas,27-2042,Musicians and Singers,1570.0,35.11,,26.28,,8.98,17.33,49.36,63.84,,,,,state_M2017_dl.xlsx
2018,TX_state,State,48,Texas,27-2042,Musicians and Singers,1720.0,32.11,,23.83,,8.79,15.46,45.05,60.43,,,,,state_M2018_dl.xlsx
2019,TX_state,State,48,Texas,27-2042,Musicians and Singers,1790.0,33.89,,25.37,,8.62,15.07,48.04,66.36,,,,,state_M2019_dl.xlsx
2020,TX_state,State,48,Texas,27-2042,Musicians and Singers,1270.0,35.62,,27.05,,8.7,14.23,47.63,62.46,,,,,state_M2020_dl.xlsx
