pid,plab,n,pct_first,pct_top3,meanrank
4,Property tax,177,20.33898305084746,44.06779661016949,4.627118644067797
1,Talent costs,177,13.5593220338983,38.4180790960452,4.954802259887006
3,Labor cost and retention,177,11.29943502824859,35.59322033898305,4.824858757062147
7,Unpredictable operating costs,177,11.29943502824859,33.89830508474576,4.64406779661017
6,Ordinances and permitting,177,12.42937853107345,33.33333333333333,4.971751412429379
8,Neighborhood redevelopment,177,8.474576271186439,32.20338983050847,5.338983050847458
2,Changing audience behavior,177,10.73446327683616,31.63841807909605,5.129943502824859
9,Building operations and upkeep,177,7.909604519774012,31.63841807909605,4.870056497175141
5,Marketing,177,3.954802259887006,19.2090395480226,5.638418079096045
