SERIALNO,SPORDER,PUMA,ST,ADJINC,PWGTP,AGEP,COW,MAR,SCHL,SEMP,SEX,WAGP,WKHP,WKWN,ESR,HICOV,HISP,OCCP,PERNP,PINCP,PRIVCOV,PUBCOV,RAC1P,occp_label
2020GQ0002569,01,05000,48,1222017,12,20,1,5,19,0,1,7000,40,52,1.0,1,01,2752.0,7000,7000,1,2,2,Musicians and Singers
2020GQ0007391,01,02513,48,1222017,14,19,2,5,19,0,1,2800,20,2,1.0,1,02,2752.0,2800,2800,1,2,1,Musicians and Singers
2020GQ0009604,01,05905,48,1222017,15,21,1,5,19,0,1,1200,5,6,6.0,1,02,2752.0,1200,1200,1,2,8,Musicians and Singers
2020GQ0013719,01,05902,48,1222017,7,20,1,5,19,0,1,80,2,1,6.0,1,01,2752.0,80,80,1,2,1,Musicians and Singers
2020GQ0029857,01,05306,48,1222017,11,20,1,5,19,0,1,7000,40,52,1.0,2,01,2752.0,7000,7000,2,2,2,Musicians and Singers
2020GQ0033671,01,05306,48,1222017,14,19,2,5,19,0,1,2800,20,2,1.0,1,02,2752.0,2800,2800,1,2,1,Musicians and Singers
2020GQ0036067,01,03400,48,1222017,11,29,1,5,16,0,2,5000,30,8,6.0,2,01,2740.0,5000,5000,2,2,1,Dancers and Choreographers
2020GQ0037303,01,05000,48,1222017,1,20,1,5,19,0,1,7000,40,52,1.0,2,01,2752.0,7000,7000,2,2,2,Musicians and Singers
2020GQ0038248,01,04301,48,1222017,4,30,1,5,16,0,1,0,,,6.0,1,01,2752.0,0,8500,2,1,2,Musicians and Singers
2020GQ0049701,01,05000,48,1222017,1,20,1,5,19,0,1,7000,40,52,1.0,2,01,2752.0,7000,7000,2,2,2,Musicians and Singers
2020GQ0052265,01,05901,48,1222017,12,21,1,5,19,0,1,1200,5,6,6.0,1,02,2752.0,1200,1200,1,2,8,Musicians and Singers
2020GQ0052441,01,06604,48,1222017,25,29,1,5,16,0,2,5000,30,8,6.0,2,01,2740.0,5000,5000,2,2,1,Dancers and Choreographers
2020GQ0053636,01,05000,48,1222017,1,20,1,5,19,0,1,7000,40,52,1.0,1,01,2752.0,7000,7000,1,2,2,Musicians and Singers
2020GQ0065771,01,03400,48,1222017,9,29,1,5,16,0,2,5000,30,8,6.0,2,01,2740.0,5000,5000,2,2,1,Dancers and Choreographers
2020GQ0066714,01,05306,48,1222017,12,19,2,5,19,0,1,2800,20,2,1.0,1,02,2752.0,2800,2800,1,2,1,Musicians and Singers
2020GQ0068509,01,05309,48,1222017,14,29,1,5,16,0,2,5000,30,8,6.0,2,01,2740.0,5000,5000,2,2,1,Dancers and Choreographers
2020GQ0068987,01,02900,48,1222017,10,29,1,5,16,0,2,5000,30,8,6.0,2,01,2740.0,5000,5000,2,2,1,Dancers and Choreographers
2020GQ0081087,01,05910,48,1222017,17,21,1,5,19,0,1,1200,5,6,6.0,1,02,2752.0,1200,1200,1,2,8,Musicians and Singers
2020GQ0085957,01,00600,48,1222017,6,20,1,5,19,0,1,80,2,1,6.0,1,01,2752.0,80,80,1,2,1,Musicians and Singers
2020GQ0114947,01,01600,48,1222017,2,20,1,5,19,0,1,1400,30,1,6.0,1,01,2752.0,1400,1400,1,2,1,Musicians and Singers
2020GQ0118530,01,05902,48,1222017,13,21,1,5,19,0,1,1200,5,6,6.0,1,02,2752.0,1200,1200,1,2,8,Musicians and Singers
2020GQ0123067,01,02503,48,1222017,16,19,2,5,19,0,1,2800,20,2,1.0,1,02,2752.0,2800,2800,1,2,1,Musicians and Singers
2020GQ0125287,01,05000,48,1222017,15,20,1,5,19,0,1,7000,40,52,1.0,1,01,2752.0,7000,7000,1,2,2,Musicians and Singers
2020GQ0133029,01,02510,48,1222017,9,30,1,5,16,0,1,0,,,6.0,1,01,2752.0,0,8500,2,1,2,Musicians and Singers
2020GQ0137344,01,02513,48,1222017,6,19,2,5,19,0,1,2800,20,2,1.0,1,02,2752.0,2800,2800,1,2,1,Musicians and Singers
2020GQ0149338,01,02513,48,1222017,14,19,2,5,19,0,1,2800,20,2,1.0,1,02,2752.0,2800,2800,1,2,1,Musicians and Singers
2020GQ0155923,01,05000,48,1222017,1,21,1,5,16,0,1,7000,40,52,1.0,1,01,2752.0,7000,7000,1,2,2,Musicians and Singers
2020GQ0162818,01,05902,48,1222017,3,21,1,5,19,0,1,1200,5,6,6.0,1,02,2752.0,1200,1200,1,2,8,Musicians and Singers
2020GQ0177766,01,05402,48,1222017,13,20,1,5,19,0,1,7000,40,52,1.0,1,01,2752.0,7000,7000,1,2,2,Musicians and Singers
2020GQ0180131,01,02513,48,1222017,12,19,2,5,19,0,1,2800,20,2,1.0,1,02,2752.0,2800,2800,1,2,1,Musicians and Singers
2020GQ0180663,01,05000,48,1222017,12,20,1,5,19,0,1,7000,40,52,1.0,2,01,2752.0,7000,7000,2,2,2,Musicians and Singers
2020HU0000688,01,05905,48,1222017,8,37,5,1,20,0,1,38300,40,52,4.0,1,01,2905.0,38300,38300,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0001394,02,02005,48,1222017,14,56,6,3,16,30000,1,0,40,52,1.0,2,01,2634.0,30000,30000,2,2,1,Graphic Designers
2020HU0001788,01,04629,48,1222017,41,38,1,5,21,0,1,55000,40,52,1.0,1,01,2710.0,55000,55000,1,2,2,Producers and Directors
2020HU0002053,01,02309,48,1222017,22,69,6,3,21,1900,1,0,40,52,1.0,1,01,2634.0,1900,29700,2,1,1,Graphic Designers
2020HU0003063,02,02002,48,1222017,20,56,6,3,16,30000,1,0,40,52,1.0,1,01,2634.0,30000,30000,1,2,1,Graphic Designers
2020HU0005123,01,05306,48,1222017,32,44,1,5,21,5000,2,50000,40,52,1.0,1,01,2634.0,55000,55000,1,2,1,Graphic Designers
2020HU0006054,03,05905,48,1222017,91,30,7,5,19,7000,1,30000,99,52,1.0,1,02,2905.0,37000,37000,1,2,9,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0009151,01,02312,48,1222017,121,61,6,3,21,5000,1,0,30,5,1.0,1,01,2710.0,5000,75000,1,2,1,Producers and Directors
2020HU0009247,01,04623,48,1222017,27,50,1,1,21,0,1,100000,45,52,1.0,1,01,2910.0,100000,100180,1,2,1,Photographers
2020HU0009517,01,04000,48,1222017,78,83,1,1,24,0,1,600,6,24,1.0,1,01,2850.0,600,127400,1,1,1,Writers and Authors
2020HU0012158,04,04627,48,1222017,22,33,6,5,21,7000,1,0,20,39,1.0,2,01,2634.0,7000,7000,2,2,1,Graphic Designers
2020HU0021633,03,02310,48,1222017,10,41,1,5,17,0,1,28000,20,2,6.0,2,01,2905.0,28000,28000,2,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0025773,03,04614,48,1222017,28,18,1,5,14,0,1,4000,20,10,6.0,1,01,2910.0,4000,4000,1,1,9,Photographers
2020HU0025991,01,02516,48,1222017,51,34,6,1,19,1200,2,0,10,20,1.0,1,01,2910.0,1200,1200,1,2,1,Photographers
2020HU0028986,01,05307,48,1222017,18,44,1,1,21,0,1,48000,40,52,1.0,1,01,2634.0,48000,48000,1,2,1,Graphic Designers
2020HU0030609,02,05305,48,1222017,47,44,1,1,21,0,1,150000,45,52,1.0,1,01,2710.0,150000,150000,1,2,1,Producers and Directors
2020HU0030862,02,05305,48,1222017,29,44,7,1,23,0,1,0,,,6.0,1,01,2700.0,0,342000,1,2,1,Actors
2020HU0032796,01,06802,48,1222017,10,40,2,1,20,0,2,26000,40,52,1.0,2,02,2634.0,26000,26000,2,2,9,Graphic Designers
2020HU0034093,01,05203,48,1222017,39,28,2,5,19,0,1,30000,35,46,1.0,2,02,2905.0,30000,30000,2,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0034313,01,02313,48,1222017,9,47,7,1,21,0,1,200000,40,52,1.0,1,01,2850.0,200000,200000,1,2,1,Writers and Authors
2020HU0034428,01,02312,48,1222017,23,47,6,1,21,20000,1,0,40,48,1.0,1,02,2710.0,20000,20000,1,2,8,Producers and Directors
2020HU0034920,01,04702,48,1222017,8,69,6,1,21,8000,1,0,5,30,1.0,1,01,2910.0,8000,174000,1,1,1,Photographers
2020HU0037478,02,03900,48,1222017,3,65,4,1,18,0,1,0,,,6.0,1,01,2850.0,0,39000,2,1,1,Writers and Authors
2020HU0042094,02,04623,48,1222017,39,55,6,3,17,4800,1,18000,30,52,1.0,2,23,2752.0,22800,22800,2,2,9,Musicians and Singers
2020HU0044545,03,06805,48,1222017,45,64,2,1,17,0,1,80000,6,50,1.0,2,24,2751.0,80000,80000,2,2,8,Music Directors and Composers
2020HU0044545,04,06805,48,1222017,34,64,2,1,22,0,1,80000,6,50,1.0,2,24,2751.0,80000,80000,2,2,8,Music Directors and Composers
2020HU0045574,01,00300,48,1222017,52,27,1,5,21,0,2,19000,20,52,1.0,1,01,2634.0,19000,19000,1,2,1,Graphic Designers
2020HU0046657,01,02313,48,1222017,213,25,1,5,21,0,2,75000,40,52,1.0,1,01,2634.0,75000,75000,1,2,1,Graphic Designers
2020HU0053963,02,05302,48,1222017,14,30,6,5,21,12000,1,3000,25,50,1.0,1,01,2752.0,15000,15000,1,2,1,Musicians and Singers
2020HU0054337,01,04640,48,1222017,34,39,2,1,21,2400,1,90000,45,52,1.0,1,01,2752.0,92400,92420,1,2,1,Musicians and Singers
2020HU0055029,02,04603,48,1222017,16,30,6,5,22,20000,2,0,25,52,1.0,1,01,2850.0,20000,20000,2,1,2,Writers and Authors
2020HU0056462,02,04627,48,1222017,258,27,1,5,19,0,2,44600,40,50,1.0,1,01,2850.0,44600,44600,1,2,2,Writers and Authors
2020HU0060802,01,05914,48,1222017,49,80,6,3,22,357000,1,0,60,52,1.0,1,01,2850.0,357000,380400,1,1,1,Writers and Authors
2020HU0064389,02,04624,48,1222017,85,46,1,1,19,0,1,50000,50,52,1.0,1,01,2905.0,50000,50000,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0064906,02,00900,48,1222017,106,19,2,5,18,0,2,2000,2,10,1.0,1,01,2752.0,2000,2000,1,2,1,Musicians and Singers
2020HU0065697,02,03501,48,1222017,20,40,1,3,21,0,2,0,,,6.0,1,01,2910.0,0,0,2,1,2,Photographers
2020HU0072723,01,05303,48,1222017,10,43,1,1,21,0,2,57000,30,52,1.0,1,01,2850.0,57000,62020,1,2,1,Writers and Authors
2020HU0073860,04,02504,48,1222017,30,39,1,5,21,0,2,0,,,6.0,1,01,2910.0,0,39000,1,2,2,Photographers
2020HU0074543,01,01502,48,1222017,13,39,1,1,21,0,1,0,,,6.0,1,01,2910.0,0,0,1,2,1,Photographers
2020HU0083850,02,01902,48,1222017,8,40,4,1,22,0,2,0,,,6.0,1,01,2634.0,0,0,1,2,1,Graphic Designers
2020HU0084692,02,04626,48,1222017,8,46,1,1,20,0,1,87000,40,52,1.0,1,01,2634.0,87000,87000,1,2,9,Graphic Designers
2020HU0088686,03,03802,48,1222017,10,30,6,5,20,500,2,0,50,52,1.0,1,01,2752.0,500,500,1,2,3,Musicians and Singers
2020HU0088901,01,06805,48,1222017,10,38,4,5,21,0,1,37000,40,52,1.0,1,01,2910.0,37000,37000,1,2,6,Photographers
2020HU0092035,01,07300,48,1222017,8,79,6,2,22,0,2,0,,,6.0,1,01,2850.0,0,2600,1,1,1,Writers and Authors
2020HU0092594,01,05902,48,1222017,13,49,6,1,21,5000,1,0,60,16,3.0,1,01,2710.0,5000,9000,1,1,8,Producers and Directors
2020HU0092715,02,03501,48,1222017,44,38,6,1,19,36000,2,0,40,52,1.0,1,01,2910.0,36000,36000,1,2,9,Photographers
2020HU0094128,03,04302,48,1222017,34,59,6,3,16,30000,1,0,40,52,1.0,1,01,2634.0,30000,30000,1,2,1,Graphic Designers
2020HU0096259,03,00502,48,1222017,21,31,6,1,21,32000,2,0,50,52,1.0,1,01,2634.0,32000,32000,1,2,1,Graphic Designers
2020HU0098056,02,05308,48,1222017,16,62,6,1,21,-6900,2,0,40,52,1.0,1,01,2850.0,-6900,-6900,1,2,1,Writers and Authors
2020HU0098802,03,05904,48,1222017,37,27,1,5,19,0,1,0,,,6.0,2,01,2752.0,0,0,2,2,9,Musicians and Singers
2020HU0099133,01,05912,48,1222017,9,65,2,3,16,0,1,38000,40,52,1.0,1,02,2634.0,38000,38000,1,2,9,Graphic Designers
2020HU0100376,03,00502,48,1222017,19,27,1,5,20,0,1,40000,30,3,1.0,1,01,2752.0,40000,40000,1,2,1,Musicians and Singers
2020HU0109090,03,04629,48,1222017,3,34,1,5,19,0,1,24000,37,44,1.0,1,01,2905.0,24000,26000,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0109857,02,05308,48,1222017,36,28,1,1,21,0,2,10000,12,52,1.0,2,01,2634.0,10000,10000,2,2,1,Graphic Designers
2020HU0110899,03,04620,48,1222017,209,39,6,5,16,60000,1,0,40,52,1.0,1,01,2751.0,60000,60000,1,2,2,Music Directors and Composers
2020HU0111634,02,02322,48,1222017,15,62,7,1,22,0,2,146000,40,52,1.0,1,01,2850.0,146000,146000,1,2,1,Writers and Authors
2020HU0111703,01,02514,48,1222017,3,48,6,5,21,30000,2,0,40,52,1.0,2,02,2634.0,30000,30000,2,2,5,Graphic Designers
2020HU0112026,01,00400,48,1222017,2,57,2,5,21,8000,2,4100,14,52,1.0,1,01,2905.0,12100,17100,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0113704,02,02322,48,1222017,16,44,1,1,21,0,2,64000,40,44,1.0,1,01,2910.0,64000,64000,1,2,1,Photographers
2020HU0114446,01,07500,48,1222017,6,45,6,3,22,20000,2,0,10,52,1.0,1,02,2910.0,20000,20000,1,2,1,Photographers
2020HU0114747,01,04903,48,1222017,7,49,6,1,22,0,2,0,,,3.0,1,01,2700.0,0,14400,1,2,1,Actors
2020HU0115567,01,04612,48,1222017,45,48,1,1,22,0,2,25000,20,40,1.0,1,01,2850.0,25000,25000,1,2,1,Writers and Authors
2020HU0116220,03,02510,48,1222017,19,27,1,5,20,500,1,12000,35,52,1.0,1,01,2634.0,12500,12510,1,2,1,Graphic Designers
2020HU0116369,01,05301,48,1222017,24,36,6,3,18,2000,2,0,10,10,3.0,1,01,2710.0,2000,17000,1,2,1,Producers and Directors
2020HU0119100,03,04503,48,1222017,26,28,1,5,21,0,1,24000,30,24,6.0,2,01,2634.0,24000,24000,2,2,1,Graphic Designers
2020HU0119727,01,05301,48,1222017,13,55,7,3,02,0,1,0,,,6.0,1,02,2752.0,0,30400,2,1,8,Musicians and Singers
2020HU0122150,01,05305,48,1222017,20,65,1,1,21,0,1,12000,40,52,1.0,1,01,2710.0,12000,12000,1,1,1,Producers and Directors
2020HU0122150,02,05305,48,1222017,4,63,7,1,23,10000,2,26000,40,52,1.0,1,01,2850.0,36000,36000,1,2,9,Writers and Authors
2020HU0122459,03,02315,48,1222017,6,70,6,1,19,6500,2,0,10,2,6.0,1,02,2700.0,6500,66000,2,1,9,Actors
2020HU0123600,01,05307,48,1222017,11,39,7,3,21,0,2,100000,48,52,1.0,1,01,2710.0,100000,100000,1,2,1,Producers and Directors
2020HU0123858,01,05305,48,1222017,147,30,7,5,21,0,2,170000,60,52,1.0,1,01,2752.0,170000,170000,1,2,9,Musicians and Singers
2020HU0125856,01,06703,48,1222017,19,64,6,2,10,12500,1,0,20,52,1.0,2,02,2752.0,12500,12500,2,2,1,Musicians and Singers
2020HU0130094,01,02006,48,1222017,15,63,2,5,24,0,2,20000,30,52,1.0,1,01,2751.0,20000,20100,1,2,1,Music Directors and Composers
2020HU0132075,01,05303,48,1222017,5,46,6,1,18,75000,1,0,40,52,1.0,1,01,2752.0,75000,75000,1,2,1,Musicians and Singers
2020HU0132247,02,04802,48,1222017,5,50,6,1,16,10000,1,0,60,30,6.0,1,01,2910.0,10000,38800,1,2,1,Photographers
2020HU0133589,02,02102,48,1222017,8,70,2,1,21,0,2,4300,10,52,1.0,1,01,2752.0,4300,44000,1,1,1,Musicians and Singers
2020HU0134858,02,06805,48,1222017,29,50,6,1,19,15000,2,0,15,52,1.0,1,01,2910.0,15000,15000,1,2,1,Photographers
2020HU0136542,02,05309,48,1222017,9,41,1,1,19,0,1,162000,40,52,1.0,1,01,2710.0,162000,162000,1,2,1,Producers and Directors
2020HU0137253,02,04621,48,1222017,29,45,1,1,16,0,1,20000,50,52,1.0,2,01,2634.0,20000,20000,2,2,1,Graphic Designers
2020HU0141708,01,00900,48,1222017,3,55,4,3,22,0,2,54000,70,52,1.0,1,01,2710.0,54000,60300,1,2,1,Producers and Directors
2020HU0143171,01,01909,48,1222017,25,63,6,3,19,16000,2,0,50,49,1.0,1,01,2850.0,16000,16000,1,2,1,Writers and Authors
2020HU0145163,01,04614,48,1222017,198,28,6,5,19,35000,1,0,40,52,1.0,2,01,2850.0,35000,35000,2,2,2,Writers and Authors
2020HU0146454,02,04616,48,1222017,7,43,7,1,22,0,1,0,,,6.0,1,01,2700.0,0,342000,1,2,1,Actors
2020HU0148204,01,02305,48,1222017,60,66,2,1,16,0,2,6000,4,52,1.0,1,01,2752.0,6000,6000,1,1,1,Musicians and Singers
2020HU0149300,02,01903,48,1222017,7,31,6,1,21,50000,2,0,60,52,1.0,1,01,2910.0,50000,50000,1,2,1,Photographers
2020HU0149534,02,02501,48,1222017,20,66,1,1,21,-6900,2,62000,50,52,1.0,1,06,2634.0,55100,55100,1,2,8,Graphic Designers
2020HU0151730,01,04200,48,1222017,5,43,6,1,19,5000,1,0,32,52,1.0,1,01,2850.0,5000,5000,2,1,1,Writers and Authors
2020HU0151752,02,00300,48,1222017,5,69,6,1,21,20000,1,0,40,52,1.0,1,01,2910.0,20000,20000,1,1,1,Photographers
2020HU0152413,02,00600,48,1222017,14,46,6,1,16,0,2,0,,,6.0,1,24,2752.0,0,17000,1,1,9,Musicians and Singers
2020HU0153215,01,05307,48,1222017,16,59,3,5,21,0,2,640,30,2,6.0,1,01,2905.0,640,17740,1,1,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0154950,02,01502,48,1222017,11,37,6,1,16,200,1,0,12,10,1.0,2,01,2752.0,200,200,2,2,1,Musicians and Singers
2020HU0154977,01,05302,48,1222017,15,34,4,1,22,2800,1,120000,40,52,1.0,1,01,2905.0,122800,122800,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0158894,01,04611,48,1222017,7,37,3,1,21,0,2,175000,50,52,1.0,1,01,2850.0,175000,175000,1,2,1,Writers and Authors
2020HU0160863,01,04603,48,1222017,16,81,2,1,22,0,1,104000,42,52,1.0,1,01,2751.0,104000,121000,2,1,1,Music Directors and Composers
2020HU0161360,02,02501,48,1222017,45,30,6,5,19,5000,2,0,20,10,6.0,1,07,2910.0,5000,5000,1,2,9,Photographers
2020HU0162906,02,02306,48,1222017,6,58,6,1,22,45000,1,0,50,45,1.0,1,01,2751.0,45000,69000,1,2,1,Music Directors and Composers
2020HU0164246,02,01905,48,1222017,20,42,2,1,19,12000,1,50000,50,52,1.0,1,01,2710.0,62000,62000,1,2,1,Producers and Directors
2020HU0166300,02,04602,48,1222017,60,20,2,5,19,0,2,4800,4,42,6.0,1,01,2752.0,4800,4800,1,2,6,Musicians and Singers
2020HU0167379,02,02507,48,1222017,123,26,1,5,21,0,1,40000,40,52,1.0,1,11,2850.0,40000,40000,1,2,9,Writers and Authors
2020HU0168763,02,03306,48,1222017,12,55,1,1,21,0,1,80000,40,1,3.0,2,02,2850.0,80000,93500,2,2,1,Writers and Authors
2020HU0169229,01,04901,48,1222017,13,69,2,1,19,0,1,5000,3,52,1.0,1,01,2752.0,5000,30500,2,1,2,Musicians and Singers
2020HU0169381,01,02005,48,1222017,11,30,2,5,23,0,2,10000,2,52,1.0,1,01,2752.0,10000,10000,1,2,6,Musicians and Singers
2020HU0171745,02,04621,48,1222017,58,33,1,3,20,0,2,9800,20,12,3.0,2,01,2740.0,9800,9800,2,2,1,Dancers and Choreographers
2020HU0171989,03,07401,48,1222017,29,23,2,5,21,0,1,3500,3,52,1.0,1,01,2752.0,3500,40500,1,2,1,Musicians and Singers
2020HU0173112,01,05307,48,1222017,93,34,6,1,21,60000,1,0,40,36,1.0,1,02,2710.0,60000,74000,1,2,9,Producers and Directors
2020HU0176516,01,04636,48,1222017,31,60,7,1,21,40000,1,85000,40,52,1.0,1,01,2710.0,125000,125020,1,2,1,Producers and Directors
2020HU0176805,02,04628,48,1222017,9,64,2,1,21,0,2,12800,20,52,1.0,1,01,2751.0,12800,12800,1,2,1,Music Directors and Composers
2020HU0177585,03,02314,48,1222017,18,44,1,5,19,0,1,41000,12,52,1.0,1,01,2634.0,41000,41000,1,2,1,Graphic Designers
2020HU0180821,02,05909,48,1222017,5,37,1,3,21,0,1,7000,20,20,1.0,2,02,2910.0,7000,10600,2,2,1,Photographers
2020HU0181769,02,02322,48,1222017,10,24,1,5,21,0,2,35000,40,52,1.0,1,01,2634.0,35000,35000,1,2,1,Graphic Designers
2020HU0185767,01,04603,48,1222017,30,30,2,5,21,0,1,40000,40,52,1.0,1,01,2910.0,40000,40000,1,2,1,Photographers
2020HU0187708,04,01907,48,1222017,14,28,1,3,16,0,1,25000,40,52,1.0,1,01,2710.0,25000,25000,1,2,3,Producers and Directors
2020HU0191235,01,02512,48,1222017,16,54,6,3,20,77000,1,0,35,25,1.0,1,01,2905.0,77000,77000,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0192758,02,05916,48,1222017,10,38,6,1,18,1200,1,0,20,32,6.0,1,02,2752.0,1200,1200,1,2,9,Musicians and Singers
2020HU0192838,01,04621,48,1222017,5,63,1,1,15,0,1,195000,60,52,1.0,1,01,2710.0,195000,195000,1,2,6,Producers and Directors
2020HU0195881,01,05401,48,1222017,12,27,1,1,19,0,1,12000,20,30,6.0,1,01,2752.0,12000,12000,2,1,1,Musicians and Singers
2020HU0196946,02,07401,48,1222017,132,44,2,1,21,0,2,30000,20,52,1.0,1,01,2634.0,30000,30000,1,2,1,Graphic Designers
2020HU0197251,02,02315,48,1222017,8,51,6,1,21,50000,1,0,40,52,1.0,1,01,2634.0,50000,50000,1,2,1,Graphic Designers
2020HU0197287,01,02317,48,1222017,60,57,1,1,18,0,2,35000,40,52,1.0,1,01,2634.0,35000,35000,1,2,1,Graphic Designers
2020HU0198675,01,04637,48,1222017,21,26,2,1,21,0,1,46000,40,52,1.0,1,01,2850.0,46000,46000,1,2,1,Writers and Authors
2020HU0199214,02,03801,48,1222017,14,35,1,5,20,0,1,33000,40,52,1.0,2,01,2634.0,33000,33000,2,2,3,Graphic Designers
2020HU0199580,01,04612,48,1222017,39,49,1,1,22,4000,1,39000,40,51,1.0,1,01,2634.0,43000,49000,1,2,1,Graphic Designers
2020HU0201093,04,02311,48,1222017,20,24,1,5,19,0,1,3200,5,32,1.0,1,02,2752.0,3200,3200,2,1,9,Musicians and Singers
2020HU0201517,02,04906,48,1222017,26,60,6,1,22,50000,2,0,40,52,1.0,1,01,2710.0,50000,50000,1,2,1,Producers and Directors
2020HU0204669,01,00501,48,1222017,35,23,1,1,19,0,1,30000,40,52,1.0,1,01,2905.0,30000,30000,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0204702,02,02311,48,1222017,10,65,2,1,19,0,2,32000,37,52,1.0,1,01,2710.0,32000,38200,2,1,1,Producers and Directors
2020HU0204769,01,06100,48,1222017,7,34,5,1,16,0,2,75000,50,52,1.0,1,01,2850.0,75000,75000,1,2,1,Writers and Authors
2020HU0205120,02,04627,48,1222017,7,49,1,1,21,18300,2,33000,40,52,1.0,1,01,2634.0,51300,51300,1,2,1,Graphic Designers
2020HU0208071,02,05307,48,1222017,233,26,2,5,21,0,2,40000,40,43,1.0,1,01,2905.0,40000,42120,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0209202,01,05800,48,1222017,57,23,1,1,21,0,2,35000,40,52,1.0,1,01,2634.0,35000,35000,1,2,1,Graphic Designers
2020HU0211448,02,04802,48,1222017,22,34,6,1,20,60000,1,0,55,52,1.0,2,02,2905.0,60000,60000,2,2,9,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0211661,05,05905,48,1222017,19,50,6,3,18,25000,2,0,12,25,1.0,2,02,2634.0,25000,25000,2,2,9,Graphic Designers
2020HU0213170,01,05306,48,1222017,32,62,6,3,19,12000,2,0,20,20,6.0,2,01,2634.0,12000,12000,2,2,1,Graphic Designers
2020HU0215343,01,02515,48,1222017,63,49,3,1,20,0,1,65000,40,52,1.0,1,02,2905.0,65000,65000,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0220748,01,05401,48,1222017,85,61,3,5,22,0,1,45000,44,24,1.0,1,02,2850.0,45000,50000,1,2,9,Writers and Authors
2020HU0221863,02,02004,48,1222017,3,32,6,1,21,30000,2,50000,25,44,1.0,1,01,2910.0,80000,80000,1,2,6,Photographers
2020HU0226184,02,05911,48,1222017,25,58,1,1,20,25000,1,70000,40,52,1.0,1,01,2634.0,95000,95000,1,2,1,Graphic Designers
2020HU0226467,01,05304,48,1222017,117,34,1,5,22,0,1,30000,40,45,1.0,2,01,2710.0,30000,30000,2,2,1,Producers and Directors
2020HU0226467,02,05304,48,1222017,118,34,4,5,21,0,2,30000,40,52,1.0,2,01,2910.0,30000,30000,2,2,1,Photographers
2020HU0227143,01,05203,48,1222017,15,49,1,1,22,0,1,60000,42,52,1.0,1,01,2905.0,60000,60770,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0227195,02,05306,48,1222017,199,52,1,1,21,0,2,72000,40,52,1.0,1,02,2634.0,72000,72060,1,1,9,Graphic Designers
2020HU0228082,01,04603,48,1222017,9,66,2,1,22,0,1,104000,42,52,1.0,1,01,2751.0,104000,104000,1,1,1,Music Directors and Composers
2020HU0228105,03,02307,48,1222017,24,34,1,1,21,0,2,8000,40,12,1.0,1,01,2850.0,8000,8000,1,2,1,Writers and Authors
2020HU0229973,01,04302,48,1222017,2,62,2,3,21,0,2,7500,6,52,1.0,1,01,2752.0,7500,61620,1,2,9,Musicians and Singers
2020HU0234737,02,02004,48,1222017,18,41,6,1,16,20000,2,0,20,26,1.0,1,01,2910.0,20000,20000,1,2,1,Photographers
2020HU0236758,02,00200,48,1222017,13,37,1,1,22,0,2,3000,4,6,6.0,1,01,2634.0,3000,3000,1,2,1,Graphic Designers
2020HU0239650,02,00200,48,1222017,9,71,6,1,22,48000,1,0,25,12,1.0,1,01,2850.0,48000,49800,1,1,1,Writers and Authors
2020HU0240695,01,02313,48,1222017,41,31,1,5,21,6000,2,61000,40,52,1.0,1,01,2634.0,67000,67000,1,2,1,Graphic Designers
