SERIALNO,SPORDER,PUMA,ST,ADJINC,PWGTP,AGEP,COW,MAR,SCHL,SEMP,SEX,WAGP,WKHP,WKWN,ESR,HICOV,HISP,OCCP,PERNP,PINCP,PRIVCOV,PUBCOV,RAC1P,occp_label
2024GQ0067672,01,05902,48,1015250,17,19,2,5,16,2600,1,3000,4,10,1.0,1,01,2910.0,5600,5600,1,2,1,Photographers
2024GQ0074666,01,02503,48,1015250,15,19,1,5,16,0,1,7000,20,30,6.0,1,01,2634.0,7000,7000,1,2,6,Graphic Designers
2024GQ0075456,01,02507,48,1015250,2,74,2,1,22,0,2,100,1,45,1.0,1,01,2752.0,100,23800,1,1,1,Musicians and Singers
2024GQ0082034,01,05000,48,1015250,1,20,4,5,19,0,2,4000,20,28,1.0,1,01,2634.0,4000,4000,1,2,2,Graphic Designers
2024GQ0082629,01,05910,48,1015250,3,74,2,1,22,0,2,4500,1,45,1.0,1,01,2752.0,4500,28200,1,1,1,Musicians and Singers
2024GQ0087591,01,04603,48,1015250,7,19,7,5,18,0,2,3500,7,52,6.0,2,01,2740.0,3500,3500,2,2,2,Dancers and Choreographers
2024GQ0087623,01,02321,48,1015250,9,20,1,5,19,0,1,8000,20,48,1.0,1,24,2850.0,8000,8000,1,2,9,Writers and Authors
2024GQ0087705,01,07401,48,1015250,14,18,2,5,18,0,1,1600,4,20,6.0,1,01,2905.0,1600,1600,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2024GQ0088966,01,02312,48,1015250,1,20,1,5,19,0,1,8000,20,48,1.0,1,24,2850.0,8000,8000,1,2,9,Writers and Authors
2024GQ0092276,01,03306,48,1015250,20,28,5,1,21,0,1,20000,25,20,6.0,1,01,2850.0,20000,20000,2,1,6,Writers and Authors
2024GQ0095387,01,05902,48,1015250,6,19,2,5,16,2600,1,3000,4,10,1.0,1,01,2910.0,5600,5600,1,2,1,Photographers
2024GQ0098759,01,00501,48,1015250,13,20,4,5,19,500,2,10000,10,31,1.0,1,01,2850.0,10500,10500,1,2,2,Writers and Authors
2024GQ0099610,01,07401,48,1015250,13,19,2,5,19,0,2,1000,40,6,6.0,1,02,2910.0,1000,1000,1,2,1,Photographers
2024GQ0102242,01,00400,48,1015250,14,21,1,5,17,0,2,5000,6,52,1.0,1,01,2850.0,5000,5000,1,2,1,Writers and Authors
2024GQ0102459,01,05000,48,1015250,2,21,4,5,16,0,2,4000,20,28,1.0,1,01,2634.0,4000,4000,1,2,2,Graphic Designers
2024GQ0103611,01,00501,48,1015250,24,18,2,5,16,0,1,4000,20,48,2.0,1,01,2752.0,4000,4000,1,2,1,Musicians and Singers
2024GQ0110196,01,00501,48,1015250,10,21,4,5,20,500,2,10000,10,31,1.0,1,24,2850.0,10500,10500,1,2,1,Writers and Authors
2024GQ0112846,01,04501,48,1015250,15,29,7,5,20,0,2,275000,20,52,6.0,1,01,2710.0,275000,289400,1,2,1,Producers and Directors
2024GQ0113119,01,02312,48,1015250,12,20,1,5,19,0,1,8000,20,48,1.0,1,24,2850.0,8000,8000,1,2,9,Writers and Authors
2024GQ0118608,01,07402,48,1015250,10,19,2,5,19,0,2,1000,40,6,6.0,1,02,2910.0,1000,1000,1,2,1,Photographers
2024GQ0135978,01,07401,48,1015250,13,18,2,5,18,0,1,1600,4,20,6.0,1,01,2905.0,1600,1600,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2024GQ0137593,01,03306,48,1015250,13,29,5,1,21,0,1,20000,25,20,6.0,1,01,2850.0,20000,20000,2,1,6,Writers and Authors
2024GQ0141692,01,07402,48,1015250,10,18,2,5,16,0,1,900,10,3,6.0,1,01,2905.0,900,900,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2024GQ0150045,01,06703,48,1015250,3,74,2,1,21,0,2,4500,1,45,1.0,1,01,2752.0,4500,28200,1,1,1,Musicians and Singers
2024GQ0153923,01,00700,48,1015250,13,23,4,5,21,0,2,4000,20,28,1.0,2,01,2634.0,4000,4000,2,2,2,Graphic Designers
2024GQ0161413,01,02508,48,1015250,21,24,6,5,16,0,2,0,,,6.0,1,01,2740.0,0,0,2,1,2,Dancers and Choreographers
2024GQ0163700,01,04625,48,1015250,1,34,7,5,16,0,1,0,,,6.0,2,01,2752.0,0,0,2,2,2,Musicians and Singers
2024GQ0171344,01,03801,48,1015250,17,18,2,5,16,0,1,6000,20,20,1.0,1,01,2752.0,6000,6000,1,2,1,Musicians and Singers
2024GQ0176156,01,03801,48,1015250,9,18,2,5,16,0,1,6000,20,20,1.0,1,01,2752.0,6000,6000,1,2,1,Musicians and Singers
2024GQ0180908,01,07402,48,1015250,13,18,2,5,18,0,1,1600,4,20,6.0,1,01,2905.0,1600,1600,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2024GQ0181457,01,02515,48,1015250,4,24,6,5,16,0,2,0,,,6.0,1,01,2740.0,0,0,2,1,2,Dancers and Choreographers
2024GQ0182000,01,00501,48,1015250,13,18,2,5,16,0,1,4000,20,48,2.0,1,01,2752.0,4000,4000,1,2,1,Musicians and Singers
2024HU0000368,02,04503,48,1015250,31,18,2,5,14,0,1,800,15,1,6.0,1,02,2752.0,800,900,1,2,9,Musicians and Singers
2024HU0001001,01,05303,48,1015250,32,41,1,5,19,0,1,90000,60,52,1.0,1,01,2910.0,90000,90000,1,2,9,Photographers
2024HU0001351,02,00700,48,1015250,6,29,1,5,16,0,1,35700,40,52,1.0,1,01,2905.0,35700,35700,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2024HU0004197,01,00501,48,1015250,17,45,1,1,19,0,1,36000,40,52,1.0,1,02,2710.0,36000,36000,1,2,8,Producers and Directors
2024HU0005675,02,05305,48,1015250,14,55,7,1,21,0,2,18000,30,45,1.0,1,01,2910.0,18000,18000,1,2,1,Photographers
2024HU0007269,01,02503,48,1015250,15,26,1,5,21,0,2,41000,40,52,1.0,1,01,2634.0,41000,41000,1,2,6,Graphic Designers
2024HU0008207,01,00300,48,1015250,11,71,1,3,16,0,1,15000,12,52,1.0,1,01,2910.0,15000,28000,2,1,1,Photographers
2024HU0011950,02,04636,48,1015250,15,66,1,1,21,0,2,4000,5,10,6.0,1,01,2700.0,4000,4000,1,1,1,Actors
2024HU0012640,02,02005,48,1015250,11,48,7,1,21,0,1,78000,50,52,1.0,1,01,2850.0,78000,78000,1,2,1,Writers and Authors
2024HU0013438,02,02513,48,1015250,18,62,6,5,21,420,1,0,8,2,3.0,1,01,2700.0,420,520,1,2,2,Actors
2024HU0014274,02,05909,48,1015250,19,34,4,5,19,4500,2,58000,40,52,1.0,1,01,2634.0,62500,62500,1,2,1,Graphic Designers
2024HU0015900,03,00200,48,1015250,18,22,6,5,20,33300,1,0,45,52,1.0,1,01,2910.0,33300,33300,1,2,1,Photographers
2024HU0015929,03,05905,48,1015250,15,57,7,1,12,0,1,36000,40,50,1.0,1,02,2634.0,36000,36000,1,2,8,Graphic Designers
2024HU0015929,04,05905,48,1015250,12,25,1,5,16,0,2,20000,35,40,1.0,1,02,2634.0,20000,20000,1,2,8,Graphic Designers
2024HU0018229,01,00800,48,1015250,4,60,6,1,21,31900,2,0,40,29,6.0,1,01,2850.0,31900,35100,1,2,1,Writers and Authors
2024HU0018796,02,04615,48,1015250,18,40,1,1,20,0,1,55000,40,52,1.0,1,19,2634.0,55000,55000,1,2,9,Graphic Designers
2024HU0019620,01,03502,48,1015250,17,47,6,2,22,15000,2,0,30,52,1.0,1,01,2634.0,15000,15000,1,2,1,Graphic Designers
2024HU0020228,01,03802,48,1015250,3,58,1,1,19,0,1,50000,50,52,1.0,1,01,2634.0,50000,50000,1,2,1,Graphic Designers
2024HU0021631,02,02306,48,1015250,40,59,1,1,16,0,1,75000,60,52,1.0,1,02,2634.0,75000,75000,1,2,9,Graphic Designers
2024HU0023090,01,01908,48,1015250,35,45,6,1,21,52000,1,0,20,26,1.0,1,01,2850.0,52000,57000,1,2,1,Writers and Authors
2024HU0023548,02,05306,48,1015250,15,85,6,1,23,0,1,0,,,6.0,1,01,2850.0,0,40800,1,1,1,Writers and Authors
2024HU0023563,01,03400,48,1015250,128,35,5,1,19,0,1,78000,50,52,4.0,1,01,2905.0,78000,78000,1,2,2,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2024HU0023714,02,02307,48,1015250,15,52,7,1,21,0,1,83000,40,52,1.0,1,01,2710.0,83000,83000,1,2,1,Producers and Directors
2024HU0024202,01,02102,48,1015250,21,54,6,3,21,42200,2,0,30,45,6.0,1,01,2910.0,42200,42300,1,2,1,Photographers
2024HU0026586,02,02515,48,1015250,4,35,1,1,22,0,2,0,,,6.0,1,01,2710.0,0,0,1,2,1,Producers and Directors
2024HU0030163,01,07401,48,1015250,17,21,1,5,19,0,2,7000,15,36,6.0,1,01,2634.0,7000,7000,1,2,1,Graphic Designers
2024HU0030710,02,02514,48,1015250,23,24,1,5,21,0,2,55000,40,52,1.0,1,01,2634.0,55000,55040,1,2,1,Graphic Designers
2024HU0030825,02,04605,48,1015250,10,18,1,5,14,0,2,0,,,6.0,1,02,2700.0,0,0,2,1,8,Actors
2024HU0031740,02,00900,48,1015250,46,47,3,1,22,0,2,21300,22,46,1.0,1,01,2850.0,21300,21300,1,2,1,Writers and Authors
2024HU0032380,02,04801,48,1015250,14,51,1,1,23,0,1,60000,40,52,1.0,1,01,2634.0,60000,60000,1,2,1,Graphic Designers
2024HU0033446,01,02309,48,1015250,11,46,1,3,21,0,2,150000,40,40,1.0,1,01,2710.0,150000,150000,1,2,1,Producers and Directors
2024HU0033927,01,02512,48,1015250,13,45,1,1,17,0,2,34000,40,52,1.0,1,02,2910.0,34000,34000,1,2,1,Photographers
2024HU0034206,01,04802,48,1015250,18,26,2,5,20,0,2,24000,26,52,1.0,1,01,2634.0,24000,24000,1,2,1,Graphic Designers
2024HU0035832,02,04701,48,1015250,12,88,6,1,23,1100,1,0,10,3,6.0,1,01,2700.0,1100,25200,1,1,1,Actors
2024HU0036703,01,05201,48,1015250,23,33,6,5,21,45000,1,0,50,45,1.0,1,02,2910.0,45000,45800,2,1,9,Photographers
2024HU0037077,01,05303,48,1015250,24,31,1,5,21,0,1,105000,50,52,1.0,1,01,2710.0,105000,105000,1,2,1,Producers and Directors
2024HU0038011,01,00100,48,1015250,7,86,4,2,21,0,2,21600,5,52,1.0,1,01,2850.0,21600,55900,1,1,1,Writers and Authors
2024HU0038685,02,04701,48,1015250,14,39,6,4,24,40000,1,0,50,52,1.0,1,01,2752.0,40000,50000,1,2,1,Musicians and Singers
2024HU0039402,01,04701,48,1015250,13,69,6,1,19,0,1,0,,,6.0,1,01,2700.0,0,6900,2,1,1,Actors
2024HU0041218,01,01400,48,1015250,16,64,1,2,15,0,1,65000,40,52,1.0,1,01,2910.0,65000,72500,1,2,1,Photographers
2024HU0045260,02,02501,48,1015250,14,46,6,1,18,0,2,0,,,6.0,1,01,2910.0,0,0,1,2,1,Photographers
2024HU0046994,01,01907,48,1015250,30,32,6,3,21,38400,2,0,40,52,1.0,1,01,2634.0,38400,38400,1,2,6,Graphic Designers
2024HU0050009,01,05304,48,1015250,29,44,6,1,19,4800,1,0,1,52,1.0,1,02,2752.0,4800,4800,1,2,9,Musicians and Singers
2024HU0050606,01,05307,48,1015250,23,65,1,3,21,0,2,75000,40,52,1.0,1,01,2634.0,75000,75000,1,2,1,Graphic Designers
2024HU0052922,02,04604,48,1015250,15,49,6,1,21,0,1,0,,,6.0,1,21,2752.0,0,4500,1,2,9,Musicians and Singers
2024HU0054960,01,02004,48,1015250,58,48,1,5,15,0,1,65000,35,52,1.0,1,01,2905.0,65000,65000,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2024HU0054988,01,04627,48,1015250,36,51,1,1,21,0,1,100000,40,40,1.0,2,01,2850.0,100000,100000,2,2,1,Writers and Authors
2024HU0055798,02,02308,48,1015250,25,30,1,1,21,0,2,20000,20,52,2.0,1,01,2850.0,20000,20000,1,2,1,Writers and Authors
2024HU0055872,01,00100,48,1015250,4,45,2,1,21,0,1,50000,4,52,1.0,2,01,2751.0,50000,55120,2,2,1,Music Directors and Composers
2024HU0056243,02,04634,48,1015250,24,21,6,5,16,12000,2,0,20,20,1.0,1,02,2910.0,12000,12000,1,2,1,Photographers
2024HU0058384,02,05913,48,1015250,21,31,2,5,17,0,2,3000,20,52,1.0,1,02,2634.0,3000,3000,2,1,8,Graphic Designers
2024HU0059523,02,04611,48,1015250,16,36,7,1,20,0,1,65000,35,50,1.0,1,01,2905.0,65000,65000,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2024HU0062255,01,05204,48,1015250,14,73,6,3,21,2200,1,0,3,16,6.0,1,04,2752.0,2200,43000,1,1,8,Musicians and Singers
2024HU0064827,02,02511,48,1015250,12,28,1,5,19,0,1,20000,40,4,6.0,1,01,2634.0,20000,20000,1,2,1,Graphic Designers
2024HU0064937,02,04702,48,1015250,8,36,2,1,21,0,1,80000,40,52,1.0,1,01,2751.0,80000,80000,1,2,1,Music Directors and Composers
2024HU0065824,01,02315,48,1015250,14,28,6,5,21,20000,2,0,35,52,1.0,1,01,2910.0,20000,20000,1,2,1,Photographers
2024HU0068352,01,05100,48,1015250,24,30,6,1,22,60000,2,0,50,52,1.0,1,01,2634.0,60000,60000,1,2,1,Graphic Designers
2024HU0070180,01,01902,48,1015250,34,48,1,3,21,0,2,18000,25,36,1.0,1,01,2910.0,18000,18000,1,2,1,Photographers
2024HU0071412,01,02002,48,1015250,7,48,1,5,20,0,1,52000,48,52,1.0,1,01,2634.0,52000,52000,1,2,2,Graphic Designers
2024HU0071589,02,04605,48,1015250,15,47,6,4,22,43000,2,0,30,52,1.0,1,01,2910.0,43000,43000,1,2,1,Photographers
2024HU0071778,02,02510,48,1015250,8,47,1,1,22,0,1,58000,45,52,1.0,1,01,2850.0,58000,58000,1,2,9,Writers and Authors
2024HU0072409,02,04637,48,1015250,11,56,6,1,21,75000,1,0,40,52,1.0,1,02,2634.0,75000,75000,1,2,9,Graphic Designers
2024HU0073218,02,05902,48,1015250,19,26,1,1,20,0,2,2000,20,4,6.0,1,01,2910.0,2000,12800,2,1,1,Photographers
2024HU0073395,01,05305,48,1015250,54,54,6,1,21,500,2,0,5,2,6.0,1,01,2850.0,500,500,1,2,1,Writers and Authors
2024HU0075004,01,05204,48,1015250,11,63,6,1,19,1000,1,0,10,52,1.0,1,01,2710.0,1000,25900,1,2,1,Producers and Directors
2024HU0076569,02,04633,48,1015250,15,37,1,1,21,0,1,48000,40,52,1.0,1,02,2905.0,48000,48000,1,2,3,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2024HU0078362,02,04603,48,1015250,14,28,2,5,22,0,1,75000,40,52,1.0,1,01,2752.0,75000,75000,1,2,1,Musicians and Singers
2024HU0080523,07,00400,48,1015250,1,46,1,4,19,0,2,18000,32,52,1.0,1,01,2910.0,18000,18000,1,2,1,Photographers
2024HU0080672,01,02320,48,1015250,28,48,3,5,21,0,2,14000,28,41,1.0,1,01,2634.0,14000,14000,1,2,1,Graphic Designers
2024HU0082894,01,02313,48,1015250,11,30,7,3,21,0,2,50000,45,52,1.0,2,01,2910.0,50000,50000,2,2,1,Photographers
2024HU0084804,02,04616,48,1015250,10,54,2,1,22,1000,1,250000,80,52,1.0,1,01,2752.0,251000,263000,1,2,1,Musicians and Singers
2024HU0085310,01,02002,48,1015250,25,45,1,1,21,0,1,88000,40,52,1.0,1,01,2905.0,88000,88000,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2024HU0088631,02,02003,48,1015250,43,47,1,5,22,0,1,1500,5,52,1.0,1,01,2850.0,1500,1500,1,2,6,Writers and Authors
2024HU0089782,01,02003,48,1015250,16,70,1,3,21,0,2,111000,45,52,1.0,1,01,2710.0,111000,134500,1,1,1,Producers and Directors
2024HU0091023,01,00800,48,1015250,13,79,2,3,19,0,2,0,,,6.0,1,01,2752.0,0,14800,2,1,1,Musicians and Singers
2024HU0092337,01,04636,48,1015250,8,78,6,1,23,-1200,1,0,10,10,6.0,1,01,2850.0,-1200,19300,2,1,1,Writers and Authors
2024HU0093638,02,02506,48,1015250,11,73,6,1,21,2000,2,0,20,8,6.0,1,01,2634.0,2000,40500,1,1,1,Graphic Designers
2024HU0096971,01,02513,48,1015250,10,66,2,1,24,0,1,27000,10,52,1.0,1,01,2752.0,27000,63000,1,1,1,Musicians and Singers
2024HU0096987,01,02505,48,1015250,14,61,1,1,16,0,1,61000,40,52,1.0,2,02,2634.0,61000,61000,2,2,8,Graphic Designers
2024HU0099301,01,06805,48,1015250,14,22,1,5,21,0,1,0,,,3.0,1,01,2752.0,0,500,1,2,9,Musicians and Singers
2024HU0099801,02,05307,48,1015250,27,41,7,1,20,0,2,0,,,6.0,1,01,2710.0,0,0,1,2,9,Producers and Directors
2024HU0102782,02,05911,48,1015250,67,18,2,5,14,0,1,30,1,8,3.0,1,01,2752.0,30,30,1,1,1,Musicians and Singers
2024HU0103804,01,03000,48,1015250,74,46,4,1,22,0,2,57000,40,52,1.0,1,01,2710.0,57000,57000,1,2,1,Producers and Directors
2024HU0104586,04,02510,48,1015250,13,19,2,5,19,0,1,15000,20,52,1.0,1,01,2905.0,15000,15000,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2024HU0105298,02,02509,48,1015250,25,31,1,1,21,0,2,0,,,3.0,1,21,2910.0,0,0,1,2,1,Photographers
2024HU0106792,02,02006,48,1015250,37,39,1,1,21,0,1,48000,40,52,1.0,1,03,2905.0,48000,48000,1,2,8,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2024HU0106818,01,05202,48,1015250,10,82,2,1,22,0,1,12000,10,52,1.0,1,01,2752.0,12000,121000,1,1,1,Musicians and Singers
2024HU0111695,02,02513,48,1015250,18,25,1,5,21,0,2,49000,40,52,1.0,1,01,2910.0,49000,49000,1,2,1,Photographers
2024HU0112630,02,05301,48,1015250,18,34,6,1,21,20000,1,45000,75,30,1.0,1,01,2910.0,65000,65000,1,2,1,Photographers
2024HU0114462,02,03400,48,1015250,8,86,6,1,24,0,1,0,,,6.0,1,01,2751.0,0,46200,1,1,1,Music Directors and Composers
2024HU0116068,02,02512,48,1015250,9,44,1,1,18,0,2,82000,50,52,1.0,1,01,2634.0,82000,82000,1,2,1,Graphic Designers
2024HU0117703,01,05912,48,1015250,14,85,6,1,16,-8100,1,13200,48,52,1.0,1,01,2634.0,5100,87800,2,1,1,Graphic Designers
2024HU0118890,02,01905,48,1015250,14,50,1,1,20,0,1,105000,40,52,1.0,1,01,2634.0,105000,105000,1,2,1,Graphic Designers
2024HU0123446,01,01700,48,1015250,8,40,6,1,19,40000,1,0,30,52,1.0,2,01,2910.0,40000,40000,2,2,1,Photographers
2024HU0127443,02,02313,48,1015250,17,39,7,5,21,0,2,53000,32,30,1.0,1,01,2710.0,53000,53170,1,2,1,Producers and Directors
2024HU0128624,02,05301,48,1015250,17,51,1,1,20,0,1,48000,42,52,1.0,1,01,2634.0,48000,48000,1,1,2,Graphic Designers
2024HU0130145,02,02006,48,1015250,14,39,1,1,19,0,1,60000,55,32,1.0,1,01,2905.0,60000,60000,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2024HU0136507,03,01907,48,1015250,32,30,6,5,21,20000,1,39000,30,52,1.0,1,01,2634.0,59000,59000,1,2,1,Graphic Designers
2024HU0136532,01,02313,48,1015250,25,32,6,5,22,51000,2,0,40,40,1.0,1,01,2752.0,51000,52300,1,2,1,Musicians and Singers
2024HU0136532,02,02313,48,1015250,24,30,6,5,23,20000,1,0,20,40,1.0,1,01,2752.0,20000,20000,1,2,1,Musicians and Singers
2024HU0136576,02,04501,48,1015250,99,34,6,1,19,19000,2,0,40,32,1.0,2,01,2910.0,19000,19000,2,2,2,Photographers
2024HU0138635,01,01905,48,1015250,15,32,6,1,20,7000,2,0,5,52,1.0,1,01,2910.0,7000,7000,1,2,1,Photographers
2024HU0140181,01,04634,48,1015250,17,24,2,5,19,0,1,25000,45,43,1.0,1,01,2740.0,25000,28600,1,2,1,Dancers and Choreographers
2024HU0140536,02,01904,48,1015250,20,33,7,1,17,0,1,601000,45,52,1.0,1,01,2910.0,601000,604300,1,2,1,Photographers
2024HU0141797,02,02507,48,1015250,9,37,2,1,21,0,2,2000,80,2,3.0,1,03,2700.0,2000,2000,1,2,9,Actors
2024HU0144824,01,05401,48,1015250,35,49,6,1,21,50000,2,0,40,52,1.0,1,01,2850.0,50000,50000,1,2,1,Writers and Authors
2024HU0145324,01,05309,48,1015250,27,34,7,1,21,0,1,65000,40,52,1.0,1,01,2850.0,65000,65000,1,2,9,Writers and Authors
2024HU0145421,02,06807,48,1015250,30,41,1,1,19,0,1,72000,50,52,1.0,1,02,2910.0,72000,72000,1,2,9,Photographers
2024HU0146648,01,02322,48,1015250,8,59,1,3,21,12000,1,90000,40,52,1.0,1,01,2634.0,102000,102000,1,2,6,Graphic Designers
2024HU0146692,02,04702,48,1015250,13,23,6,1,21,50000,2,0,60,52,1.0,2,01,2910.0,50000,50000,2,2,1,Photographers
2024HU0152398,02,05306,48,1015250,17,56,6,1,20,45000,1,40000,30,52,1.0,1,01,2634.0,85000,85000,1,2,1,Graphic Designers
2024HU0152993,01,05901,48,1015250,13,42,6,3,19,30000,1,0,60,52,1.0,2,02,2752.0,30000,30000,2,2,3,Musicians and Singers
2024HU0153069,02,03307,48,1015250,76,39,7,1,09,0,1,65000,40,52,1.0,2,02,2751.0,65000,65000,2,2,8,Music Directors and Composers
2024HU0154461,02,03400,48,1015250,9,77,2,1,16,0,2,0,,,6.0,1,01,2752.0,0,12200,1,1,1,Musicians and Singers
2024HU0154523,02,05203,48,1015250,19,25,1,5,19,0,1,74000,30,52,1.0,2,16,2752.0,74000,74000,2,2,9,Musicians and Singers
2024HU0154791,01,04634,48,1015250,9,32,6,1,21,25000,1,70000,32,52,1.0,1,01,2710.0,95000,95000,2,1,1,Producers and Directors
2024HU0154987,02,02102,48,1015250,9,53,1,1,22,0,2,95000,50,52,1.0,1,01,2634.0,95000,95000,1,1,1,Graphic Designers
2024HU0155683,01,05303,48,1015250,18,60,2,1,22,70000,2,150000,40,52,1.0,1,01,2752.0,220000,220000,1,2,1,Musicians and Singers
2024HU0156864,01,01400,48,1015250,11,34,6,1,20,7000,2,0,5,52,1.0,1,01,2910.0,7000,7000,1,2,1,Photographers
2024HU0157638,01,02313,48,1015250,30,25,2,5,21,0,1,601000,40,52,1.0,1,02,2752.0,601000,601000,1,2,9,Musicians and Singers
2024HU0158693,02,05303,48,1015250,18,73,4,1,20,0,2,0,,,6.0,1,02,2634.0,0,46000,2,1,9,Graphic Designers
2024HU0159279,01,05305,48,1015250,6,66,6,1,21,500,1,12500,40,52,1.0,1,01,2751.0,13000,189000,1,2,9,Music Directors and Composers
2024HU0159517,03,00502,48,1015250,26,22,4,5,21,0,1,5000,20,20,3.0,1,01,2910.0,5000,5000,1,2,1,Photographers
2024HU0161201,01,04627,48,1015250,23,40,6,1,21,41000,2,0,25,52,1.0,1,11,2910.0,41000,66400,1,1,1,Photographers
2024HU0163810,01,00800,48,1015250,22,67,1,1,15,0,2,102000,40,52,1.0,1,01,2634.0,102000,135700,1,1,1,Graphic Designers
2024HU0164838,01,03802,48,1015250,22,65,2,2,19,2000,1,100000,5,52,2.0,1,01,2752.0,102000,194800,2,1,1,Musicians and Singers
2024HU0166942,02,02102,48,1015250,13,42,2,1,21,0,2,1200,1,52,1.0,2,01,2634.0,1200,1200,2,2,1,Graphic Designers
2024HU0167293,03,04633,48,1015250,12,20,1,5,18,0,2,24000,30,32,1.0,1,21,2910.0,24000,24000,1,2,8,Photographers
2024HU0168325,01,03400,48,1015250,9,72,2,3,21,0,2,6000,5,52,1.0,1,01,2752.0,6000,20700,2,1,1,Musicians and Singers
2024HU0169390,01,02101,48,1015250,12,58,6,1,20,24000,1,0,80,52,1.0,2,01,2752.0,24000,24000,2,2,1,Musicians and Singers
2024HU0169527,01,05916,48,1015250,24,67,2,2,16,0,2,32000,4,52,1.0,1,01,2751.0,32000,42000,1,1,2,Music Directors and Composers
2024HU0170259,02,05201,48,1015250,20,31,6,5,21,62000,1,0,36,52,1.0,1,01,2634.0,62000,62000,1,2,1,Graphic Designers
2024HU0170561,01,02003,48,1015250,16,55,2,1,21,0,2,1200,15,6,6.0,1,01,2850.0,1200,1200,1,2,1,Writers and Authors
2024HU0170970,02,02102,48,1015250,4,41,6,1,21,0,2,0,,,6.0,1,01,2910.0,0,0,1,2,1,Photographers
2024HU0172986,02,05306,48,1015250,18,41,1,1,21,0,1,55000,40,52,1.0,1,01,2634.0,55000,55000,1,2,1,Graphic Designers
2024HU0177024,02,00502,48,1015250,31,26,4,3,20,0,2,5700,25,18,1.0,1,01,2905.0,5700,5700,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2024HU0177226,01,02506,48,1015250,58,57,1,1,19,0,1,84000,45,52,1.0,1,24,2634.0,84000,84000,1,2,9,Graphic Designers
2024HU0178824,01,02507,48,1015250,12,56,6,1,21,78000,2,0,25,47,1.0,1,01,2634.0,78000,78000,1,2,1,Graphic Designers
2024HU0180700,01,06803,48,1015250,8,30,1,5,21,0,1,33000,40,52,1.0,1,02,2634.0,33000,33010,1,2,1,Graphic Designers
2024HU0183007,02,04608,48,1015250,11,43,6,5,16,0,1,0,,,6.0,2,08,2634.0,0,0,2,2,3,Graphic Designers
2024HU0184439,02,04702,48,1015250,13,33,1,5,18,0,1,12000,30,45,1.0,2,01,2850.0,12000,12000,2,2,1,Writers and Authors
2024HU0188894,02,07402,48,1015250,15,28,6,1,21,22000,2,0,15,51,1.0,1,01,2910.0,22000,22000,1,2,1,Photographers
2024HU0190285,01,04605,48,1015250,15,35,5,5,22,0,1,28000,40,52,1.0,1,03,2752.0,28000,29700,1,1,1,Musicians and Singers
2024HU0190543,01,03801,48,1015250,29,30,1,5,21,0,2,41000,40,52,1.0,2,01,2710.0,41000,41000,2,2,1,Producers and Directors
2024HU0191818,01,01904,48,1015250,23,28,1,1,21,0,2,85000,40,52,1.0,1,01,2634.0,85000,85000,1,2,1,Graphic Designers
2024HU0191949,01,05306,48,1015250,22,33,6,5,22,35000,1,30000,50,52,1.0,1,01,2850.0,65000,65000,1,2,1,Writers and Authors
2024HU0194086,01,05309,48,1015250,39,68,6,3,21,30000,1,110000,45,52,1.0,1,01,2710.0,140000,161800,2,1,1,Producers and Directors
2024HU0197685,02,00501,48,1015250,15,23,6,1,18,20000,2,0,5,18,6.0,1,01,2910.0,20000,20000,1,2,1,Photographers
2024HU0198102,02,02509,48,1015250,8,53,7,1,21,0,2,601000,60,52,1.0,1,01,2850.0,601000,601000,1,2,1,Writers and Authors
2024HU0198891,02,05912,48,1015250,28,34,8,1,21,0,1,250,25,36,1.0,1,01,2710.0,250,250,1,1,1,Producers and Directors
