venue_key,venue_name,district,tier,obligation_month,obligation_end_date,location_name,location_address,location_zip,taxpayer_name,taxpayer_number,location_number,tabc_permit_number,responsibility_begin_date,responsibility_end_date,liquor_receipts,wine_receipts,beer_receipts,cover_charge_receipts,total_receipts,total_receipts_real_2026_06usd,cpi_u_month,cpi_imputed,venue_median_month_nominal,ratio_to_median,festival_spike_flag,extreme_outlier_flag
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2016-03,2016-03-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB104705402,2016-03-09,2023-01-03,20883,2901,10079,0,33863,47488.86,238.132,0,52456.0,0.65,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2016-04,2016-04-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,22210,2385,12584,0,37179,51893.13,239.261,0,52456.0,0.71,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2016-05,2016-05-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,19490,12221,3263,0,34974,48618.76,240.229,0,52456.0,0.67,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2016-06,2016-06-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,30406,4049,12377,0,46832,64889.93,241.018,0,52456.0,0.89,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2016-07,2016-07-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,10393,3806,10651,0,24850,34487.7,240.628,0,52456.0,0.47,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2016-08,2016-08-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,12511,3398,12870,0,28779,39903.86,240.849,0,52456.0,0.55,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2016-09,2016-09-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,35481,3975,16212,0,55668,77002.0,241.428,0,52456.0,1.06,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2016-10,2016-10-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,26336,6408,13485,0,46229,63866.01,241.729,0,52456.0,0.88,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2016-11,2016-11-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,12095,2423,6988,0,21506,29757.13,241.353,0,52456.0,0.41,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2016-12,2016-12-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,23964,5590,12710,0,42264,58460.14,241.432,0,52456.0,0.81,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2017-01,2017-01-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,27941,7260,17732,0,52933,72793.42,242.839,0,52456.0,1.01,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2017-02,2017-02-28,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,24105,3717,11478,0,39300,53875.83,243.603,0,52456.0,0.75,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2017-03,2017-03-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,30685,8614,15477,0,54776,75030.68,243.801,0,52456.0,1.04,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2017-04,2017-04-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,20290,3133,11719,0,35142,47994.23,244.524,0,52456.0,0.67,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2017-05,2017-05-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,39003,7753,21347,0,68103,92930.39,244.733,0,52456.0,1.3,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2017-06,2017-06-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,22319,5281,16389,0,43989,59971.07,244.955,0,52456.0,0.84,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2017-07,2017-07-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,10688,2589,9954,0,23231,31693.15,244.786,0,52456.0,0.44,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2017-08,2017-08-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,11129,2292,8142,0,21563,29329.73,245.519,0,52456.0,0.41,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2017-09,2017-09-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,18076,5247,12479,0,35802,48440.96,246.819,0,52456.0,0.68,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2017-10,2017-10-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,32607,6277,13797,0,52681,71323.73,246.663,0,52456.0,1.0,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2017-11,2017-11-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,27847,9566,17863,0,55276,74835.23,246.669,0,52456.0,1.05,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2017-12,2017-12-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,29676,5228,13191,0,48095,65151.55,246.524,0,52456.0,0.92,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2018-01,2018-01-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,14236,2695,11456,0,28387,38245.9,247.867,0,52456.0,0.54,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2018-02,2018-02-28,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,30653,6240,18254,0,55147,73964.32,248.991,0,52456.0,1.05,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2018-03,2018-03-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,19842,7118,7080,0,34040,45552.17,249.554,0,52456.0,0.65,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2018-04,2018-04-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,31459,6279,18662,0,56400,75175.39,250.546,0,52456.0,1.08,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2018-05,2018-05-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,22086,3584,17605,0,43275,57442.22,251.588,0,52456.0,0.82,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2018-06,2018-06-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,26704,9601,15236,0,51541,68305.44,251.989,0,52456.0,0.98,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2018-07,2018-07-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,17284,4011,12237,0,33532,44435.76,252.006,0,52456.0,0.64,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2018-08,2018-08-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,14741,2498,9243,0,26482,35073.79,252.146,0,52456.0,0.5,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2018-09,2018-09-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,24830,4966,17950,0,47746,63163.27,252.439,0,52456.0,0.91,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2018-10,2018-10-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,21636,7534,8322,0,37492,49510.76,252.885,0,52456.0,0.71,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2018-11,2018-11-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,15205,2802,93005,0,111012,147091.63,252.038,0,52456.0,2.12,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2018-12,2018-12-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,36212,6952,15811,0,58975,78392.64,251.233,0,52456.0,1.12,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2019-01,2019-01-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,20723,4279,15256,0,40258,53411.2,251.712,0,52456.0,0.77,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2019-02,2019-02-28,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,27022,16926,3211,0,47159,62303.55,252.776,0,52456.0,0.9,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2019-03,2019-03-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,23841,2979,8823,0,35643,46825.17,254.202,0,52456.0,0.68,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2019-04,2019-04-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,33367,4843,19286,0,57496,75136.19,255.548,0,52456.0,1.1,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2019-05,2019-05-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,29517,4947,17746,0,52210,68083.48,256.092,0,52456.0,1.0,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2019-06,2019-06-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,15282,1636,11050,0,27968,36463.89,256.143,0,52456.0,0.53,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2019-07,2019-07-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,24847,4632,11094,0,40573,52809.69,256.571,0,52456.0,0.77,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2019-08,2019-08-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,15630,2397,6904,0,24931,32451.75,256.558,0,52456.0,0.48,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2019-09,2019-09-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,35950,5842,19747,0,61539,80040.32,256.759,0,52456.0,1.17,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2019-10,2019-10-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,13582,3956,8776,0,26314,34147.07,257.346,0,52456.0,0.5,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2019-11,2019-11-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,25065,4760,15355,0,45180,58660.51,257.208,0,52456.0,0.86,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2019-12,2019-12-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,33524,5328,13002,0,51854,67387.16,256.974,0,52456.0,0.99,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2020-01,2020-01-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,16005,3730,10373,0,30108,38975.8,257.971,0,52456.0,0.57,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2020-02,2020-02-29,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,31424,4699,16333,0,52456,67720.43,258.678,0,52456.0,1.0,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2020-03,2020-03-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,9938,794,5226,0,15958,20646.63,258.115,0,52456.0,0.3,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2020-04,2020-04-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,0,0,0,0,0,0.0,256.389,0,52456.0,0.0,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2020-05,2020-05-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,577,18,368,0,963,1254.3,256.394,0,52456.0,0.02,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2020-06,2020-06-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,1638,266,651,0,2555,3309.76,257.797,0,52456.0,0.05,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2020-07,2020-07-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,0,0,0,0,0,0.0,259.101,0,52456.0,0.0,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2020-08,2020-08-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,0,0,0,0,0,0.0,259.918,0,52456.0,0.0,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2020-09,2020-09-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,253,90,117,0,460,590.2,260.28,0,52456.0,0.01,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2020-10,2020-10-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,6573,1121,2714,0,10408,13348.44,260.388,0,52456.0,0.2,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2020-11,2020-11-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,342,165,348,0,855,1097.22,260.229,0,52456.0,0.02,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2020-12,2020-12-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,0,0,0,0,0,0.0,260.474,0,52456.0,0.0,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2021-01,2021-01-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,0,0,0,0,0,0.0,261.582,0,52456.0,0.0,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2021-02,2021-02-28,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,442,71,98,0,611,775.79,263.014,0,52456.0,0.01,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2021-03,2021-03-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,3531,384,1568,0,5483,6912.86,264.877,0,52456.0,0.1,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2021-04,2021-04-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,9261,1073,5421,0,15755,19701.68,267.054,0,52456.0,0.3,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2021-05,2021-05-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,19110,919,18552,0,38581,47861.97,269.195,0,52456.0,0.74,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2021-06,2021-06-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,14651,1057,7949,0,23657,29077.73,271.696,0,52456.0,0.45,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2021-07,2021-07-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,13292,976,6609,0,20877,25537.87,273.003,0,52456.0,0.4,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2021-08,2021-08-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,14249,857,5980,0,21086,25740.36,273.567,0,52456.0,0.4,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2021-09,2021-09-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,13913,3826,9484,0,27223,33141.98,274.31,0,52456.0,0.52,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2021-10,2021-10-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,22496,25885,10131,0,58512,70647.06,276.589,0,52456.0,1.12,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2021-11,2021-11-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,31278,8493,19483,0,59254,71193.14,277.948,0,52456.0,1.13,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2021-12,2021-12-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,40185,3868,22645,0,66698,79891.57,278.802,0,52456.0,1.27,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2022-01,2022-01-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,6600,818,3261,0,10679,12684.68,281.148,0,52456.0,0.2,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2022-02,2022-02-28,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,18936,2777,8443,0,30156,35495.55,283.716,0,52456.0,0.57,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2022-03,2022-03-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,59034,5860,21584,0,86478,100449.04,287.504,0,52456.0,1.65,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2022-04,2022-04-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,26220,3088,14572,0,43880,50686.12,289.109,0,52456.0,0.84,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2022-05,2022-05-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,23541,3431,8402,0,35374,40415.26,292.296,0,52456.0,0.67,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2022-06,2022-06-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,27410,1810,9909,0,39129,44099.64,296.311,0,52456.0,0.75,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2022-07,2022-07-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,26590,2171,12858,0,41619,46911.49,296.276,0,52456.0,0.79,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2022-08,2022-08-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,19033,1296,7680,0,28009,31581.96,296.171,0,52456.0,0.53,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2022-09,2022-09-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,3870,1247,1485,0,6602,7428.21,296.808,0,52456.0,0.13,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2022-10,2022-10-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,24038,4690,17163,0,45891,51425.42,298.012,0,52456.0,0.87,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2022-11,2022-11-30,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,56884,4583,22636,0,84103,94341.04,297.711,0,52456.0,1.6,0,0
acl_moody,ACL Live at Moody Theater / 3TEN (Block 21),Downtown,large_venue,2022-12,2022-12-31,"FARACE BEVERAGES, LLC",310 W 2ND ST STE 1A,78701,"FARACE BEVERAGES, LLC",32042645997,2,MB937370,2016-03-09,2023-01-03,19378,3199,9343,0,31920,35915.96,296.797,0,52456.0,0.61,0,0
