commodity,year,real_gross_output_millions_chained_2017usd
Rental And Leasing,2000,13288.398010575826
Rental And Leasing,2001,12804.44964236999
Rental And Leasing,2002,12159.517016178737
Rental And Leasing,2003,12870.855145000094
Rental And Leasing,2004,14143.434774158046
Rental And Leasing,2005,13776.343767145443
Rental And Leasing,2006,15325.458500061399
Rental And Leasing,2007,14722.9158408826
Rental And Leasing,2008,13486.186307128879
Rental And Leasing,2009,11239.54409077369
Rental And Leasing,2010,10316.070264248638
Rental And Leasing,2011,9291.1066268176
Rental And Leasing,2012,9193.699494130251
Rental And Leasing,2013,9529.937794111505
Rental And Leasing,2014,9905.154703291902
Rental And Leasing,2015,10523.33362514233
Rental And Leasing,2016,10391.558660822911
Rental And Leasing,2017,10138.467450495693
Rental And Leasing,2018,10645.31643728187
Rental And Leasing,2019,10863.003967779661
Rental And Leasing,2020,9496.85947638797
Rental And Leasing,2021,10403.173501392192
Rental And Leasing,2022,11447.514671715911
Rental And Leasing,2023,12066.510086715136
Agents/Managers For Artists,1998,2798.129915303821
Agents/Managers For Artists,1999,2986.805440603482
Agents/Managers For Artists,2000,3115.7677316000722
Agents/Managers For Artists,2001,3250.914958039343
Agents/Managers For Artists,2002,3424.739631374663
Agents/Managers For Artists,2003,3432.8434516909037
Agents/Managers For Artists,2004,3632.3705922525482
Agents/Managers For Artists,2005,3591.253587556164
Agents/Managers For Artists,2006,3753.688003679836
Agents/Managers For Artists,2007,3949.158487222557
Agents/Managers For Artists,2008,4116.805910021108
Agents/Managers For Artists,2009,3927.454709909967
Agents/Managers For Artists,2010,3881.4072887120874
Agents/Managers For Artists,2011,4152.976585845859
Agents/Managers For Artists,2012,4314.343599320582
Agents/Managers For Artists,2013,4530.395087784348
Agents/Managers For Artists,2014,4773.932036722897
Agents/Managers For Artists,2015,5006.855532767064
Agents/Managers For Artists,2016,5139.907147709271
Agents/Managers For Artists,2017,5141.345964272177
Agents/Managers For Artists,2018,5506.641378975004
Agents/Managers For Artists,2019,5804.370006921464
Agents/Managers For Artists,2020,4173.638334875216
Agents/Managers For Artists,2021,5940.628743039877
Agents/Managers For Artists,2022,7129.724471708106
Agents/Managers For Artists,2023,7611.7726539075475
Promoters Of Performing Arts And Similar Events,1998,6736.955412146359
Promoters Of Performing Arts And Similar Events,1999,7058.651226233215
Promoters Of Performing Arts And Similar Events,2000,7289.929505841619
Promoters Of Performing Arts And Similar Events,2001,7089.989910987958
Promoters Of Performing Arts And Similar Events,2002,9976.935625296108
Promoters Of Performing Arts And Similar Events,2003,11104.364507964136
Promoters Of Performing Arts And Similar Events,2004,10456.08577579363
Promoters Of Performing Arts And Similar Events,2005,11989.446774061533
Promoters Of Performing Arts And Similar Events,2006,14646.65821836578
Promoters Of Performing Arts And Similar Events,2007,16474.84927722906
Promoters Of Performing Arts And Similar Events,2008,16622.86563006008
Promoters Of Performing Arts And Similar Events,2009,16464.714034105014
Promoters Of Performing Arts And Similar Events,2010,15456.991858758634
Promoters Of Performing Arts And Similar Events,2011,14821.532828664816
Promoters Of Performing Arts And Similar Events,2012,16113.703506325
Promoters Of Performing Arts And Similar Events,2013,16138.731997615045
Promoters Of Performing Arts And Similar Events,2014,17140.891435372618
Promoters Of Performing Arts And Similar Events,2015,18111.593779078477
Promoters Of Performing Arts And Similar Events,2016,18360.47554174186
Promoters Of Performing Arts And Similar Events,2017,19588.372166478995
Promoters Of Performing Arts And Similar Events,2018,21035.162652279923
Promoters Of Performing Arts And Similar Events,2019,22514.376442855446
Promoters Of Performing Arts And Similar Events,2020,15195.5390368136
Promoters Of Performing Arts And Similar Events,2021,21439.37556425106
Promoters Of Performing Arts And Similar Events,2022,31290.06300049931
Promoters Of Performing Arts And Similar Events,2023,32975.97108709178
Grant-Making And Giving Services,1998,363.7559991779644
Grant-Making And Giving Services,1999,424.34474335998186
Grant-Making And Giving Services,2000,518.7114495944298
Grant-Making And Giving Services,2001,584.7877683192163
Grant-Making And Giving Services,2002,628.6112225379849
Grant-Making And Giving Services,2003,688.6327172572684
Grant-Making And Giving Services,2004,639.6052732987941
Grant-Making And Giving Services,2005,664.3012852513389
Grant-Making And Giving Services,2006,833.2517009810311
Grant-Making And Giving Services,2007,922.7388683728279
Grant-Making And Giving Services,2008,903.4591376083036
Grant-Making And Giving Services,2009,959.16809284847
Grant-Making And Giving Services,2010,920.1306224955645
Grant-Making And Giving Services,2011,1029.5024806488532
Grant-Making And Giving Services,2012,1100.513456505896
Grant-Making And Giving Services,2013,1140.6073600610182
Grant-Making And Giving Services,2014,1199.69670657496
Grant-Making And Giving Services,2015,1322.048435994514
Grant-Making And Giving Services,2016,1331.169066985251
Grant-Making And Giving Services,2017,1325.2892983009424
Grant-Making And Giving Services,2018,1323.8461782544152
Grant-Making And Giving Services,2019,1474.2694115155816
Grant-Making And Giving Services,2020,1173.39927058495
Grant-Making And Giving Services,2021,1490.4170362208768
Grant-Making And Giving Services,2022,1688.203263236639
Grant-Making And Giving Services,2023,1955.4888990346603
Unions,1998,1498.70260661206
Unions,1999,1294.254670943013
Unions,2000,1114.3532410131886
Unions,2001,948.2049358103452
Unions,2002,740.0316680032737
Unions,2003,770.2394347224057
Unions,2004,826.2934744645877
Unions,2005,775.1378742301453
Unions,2006,982.9316028185375
Unions,2007,752.7770412065175
Unions,2008,1051.05529222281
Unions,2009,1091.210240216963
Unions,2010,1082.2799830152119
Unions,2011,1182.1144705035374
Unions,2012,574.9222479993023
Unions,2013,647.3945160220543
Unions,2014,635.8549529833685
Unions,2015,657.9852071947759
Unions,2016,643.5238152381735
Unions,2017,689.9340445579425
Unions,2018,686.3678680960662
Unions,2019,730.9888121329545
Unions,2020,793.9075467585379
Unions,2021,777.2307854783086
Unions,2022,807.8179260414074
Unions,2023,908.292842076476
Government,1998,19170.502838014745
Government,1999,20557.413804522832
Government,2000,21545.160559153017
Government,2001,22891.056202410782
Government,2002,24291.534734635556
Government,2003,22914.937572312945
Government,2004,21707.57592085416
Government,2005,21105.559314107482
Government,2006,20330.64925448933
Government,2007,18634.796824128414
Government,2008,18749.43883535284
Government,2009,19184.210412401273
Government,2010,19490.220915323393
Government,2011,18751.35760386413
Government,2012,18404.269573769983
Government,2013,18718.967247051947
Government,2014,18660.390556913564
Government,2015,18781.118586039807
Government,2016,18704.115949245093
Government,2017,20106.897066420846
Government,2018,20806.04080791695
Government,2019,21634.383090384516
Government,2020,22560.56244371539
Government,2021,23520.43508897283
Government,2022,24660.428878001196
Government,2023,25019.574861793317
Other Support Services,1998,1759.4528345651047
Other Support Services,1999,1773.9045458217656
Other Support Services,2000,1694.6566417939455
Other Support Services,2001,1412.4580481527555
Other Support Services,2002,962.5074870140868
Other Support Services,2003,1097.7101936500205
Other Support Services,2004,1268.1934475524313
Other Support Services,2005,1404.5134234582515
Other Support Services,2006,1593.9833276163722
Other Support Services,2007,1840.1179141094121
Other Support Services,2008,1672.9543936807318
Other Support Services,2009,1344.610328490417
Other Support Services,2010,1329.2423187832692
Other Support Services,2011,1255.0861948755555
Other Support Services,2012,1149.920090839118
Other Support Services,2013,1181.5168193975326
Other Support Services,2014,1226.9807438790224
Other Support Services,2015,1274.459866849503
Other Support Services,2016,1356.1667210883932
Other Support Services,2017,1483.9926123416894
Other Support Services,2018,1658.5993523612347
Other Support Services,2019,1769.194905698476
Other Support Services,2020,907.9771950613718
Other Support Services,2021,1256.3856223325001
Other Support Services,2022,1895.5982334205871
Other Support Services,2023,2151.9706463453517
Books publishing,1998,29841.12309496132
Books publishing,1999,30850.382654617144
Books publishing,2000,32219.075470973814
Books publishing,2001,31208.295844982924
Books publishing,2002,30522.379701674152
Books publishing,2003,29401.044826261346
Books publishing,2004,30353.144714493912
Books publishing,2005,29917.844983467403
Books publishing,2006,29003.807492444146
Books publishing,2007,30032.174896705492
Books publishing,2008,29208.08355606501
Books publishing,2009,27167.62453083974
Books publishing,2010,27412.736533980977
Books publishing,2011,26893.401036442745
Books publishing,2012,23352.01431507728
Books publishing,2013,23454.965995088
Books publishing,2014,23184.16020057906
Books publishing,2015,23857.222737525717
Books publishing,2016,24307.10545385208
Books publishing,2017,24871.545273830077
Books publishing,2018,23907.478891799332
Books publishing,2019,23360.277115367877
Books publishing,2020,21472.000551151967
Books publishing,2021,23896.74478032171
Books publishing,2022,25615.069799370027
Books publishing,2023,24948.219811993546
Books Publishing - Education (K-12),1998,3468.3939202319502
Books Publishing - Education (K-12),1999,3606.2665801288745
Books Publishing - Education (K-12),2000,3706.2727119691385
Books Publishing - Education (K-12),2001,3853.85686703206
Books Publishing - Education (K-12),2002,3891.9458145514227
Books Publishing - Education (K-12),2003,3636.4683603715253
Books Publishing - Education (K-12),2004,3498.264093134804
Books Publishing - Education (K-12),2005,3269.9803116231524
Books Publishing - Education (K-12),2006,2941.3911281271094
Books Publishing - Education (K-12),2007,2868.073231256609
Books Publishing - Education (K-12),2008,2890.229474693907
Books Publishing - Education (K-12),2009,2779.1619310334927
Books Publishing - Education (K-12),2010,2932.2246859695792
Books Publishing - Education (K-12),2011,2899.602958403449
Books Publishing - Education (K-12),2012,2815.4540519454968
Books Publishing - Education (K-12),2013,2652.754527181431
Books Publishing - Education (K-12),2014,2527.456294214134
Books Publishing - Education (K-12),2015,2433.621566603375
Books Publishing - Education (K-12),2016,2369.279580161073
Books Publishing - Education (K-12),2017,2394.3509998564004
Books Publishing - Education (K-12),2018,2275.777176686663
Books Publishing - Education (K-12),2019,2172.7602395169574
Books Publishing - Education (K-12),2020,2014.8176712981438
Books Publishing - Education (K-12),2021,2137.173234824054
Books Publishing - Education (K-12),2022,2287.162801603007
Books Publishing - Education (K-12),2023,2259.2636305556093
Books Publishing - Higher Education,1998,2387.8527910181565
Books Publishing - Higher Education,1999,2500.519805499688
Books Publishing - Higher Education,2000,2551.1985481106785
Books Publishing - Higher Education,2001,2561.931818257767
Books Publishing - Higher Education,2002,2546.679757008276
Books Publishing - Higher Education,2003,2317.395977850961
Books Publishing - Higher Education,2004,2295.997197068124
Books Publishing - Higher Education,2005,2167.1968439689026
Books Publishing - Higher Education,2006,1997.9047998422552
Books Publishing - Higher Education,2007,2083.63802845156
Books Publishing - Higher Education,2008,2008.2125205412792
Books Publishing - Higher Education,2009,1929.6093551432589
Books Publishing - Higher Education,2010,1964.169718244798
Books Publishing - Higher Education,2011,2033.7809929721234
Books Publishing - Higher Education,2012,1839.6803482580997
Books Publishing - Higher Education,2013,1680.9208033445818
Books Publishing - Higher Education,2014,1496.831592442871
Books Publishing - Higher Education,2015,1429.0960762709597
Books Publishing - Higher Education,2016,1332.6407129099168
Books Publishing - Higher Education,2017,1274.7643098187978
Books Publishing - Higher Education,2018,1239.7500975961077
Books Publishing - Higher Education,2019,1219.9748456954433
Books Publishing - Higher Education,2020,1124.2606208460768
Books Publishing - Higher Education,2021,1257.0991447795957
Books Publishing - Higher Education,2022,1295.649127271601
Books Publishing - Higher Education,2023,1318.776702310136
Books Publishing - General Reference,1998,1258.6077087378019
Books Publishing - General Reference,1999,1260.5662511054486
Books Publishing - General Reference,2000,1396.0129766958764
Books Publishing - General Reference,2001,1326.8996202962676
Books Publishing - General Reference,2002,1319.9078625288037
Books Publishing - General Reference,2003,1277.756527852246
Books Publishing - General Reference,2004,1307.6869259675454
Books Publishing - General Reference,2005,1380.6187530879297
Books Publishing - General Reference,2006,1224.188035730331
Books Publishing - General Reference,2007,1097.425178424711
Books Publishing - General Reference,2008,1140.9664120076695
Books Publishing - General Reference,2009,942.873863386418
Books Publishing - General Reference,2010,912.718301819208
Books Publishing - General Reference,2011,885.3463668570907
Books Publishing - General Reference,2012,600.3621029856083
Books Publishing - General Reference,2013,794.2239687798167
Books Publishing - General Reference,2014,1049.8902086450846
Books Publishing - General Reference,2015,1254.44015451442
Books Publishing - General Reference,2016,1520.5261943048843
Books Publishing - General Reference,2017,1727.2897916832426
Books Publishing - General Reference,2018,1620.4503574752148
Books Publishing - General Reference,2019,1596.6740723262424
Books Publishing - General Reference,2020,1445.321084544881
Books Publishing - General Reference,2021,1676.3036043510995
Books Publishing - General Reference,2022,2528.369747282368
Books Publishing - General Reference,2023,1686.4219497083457
"Books Publishing - Professional, Technical, And Scholarly",1998,3827.2856427753873
"Books Publishing - Professional, Technical, And Scholarly",1999,4012.675484851993
"Books Publishing - Professional, Technical, And Scholarly",2000,4201.000902454949
"Books Publishing - Professional, Technical, And Scholarly",2001,4268.0633437104725
"Books Publishing - Professional, Technical, And Scholarly",2002,4284.569980726805
"Books Publishing - Professional, Technical, And Scholarly",2003,4428.761297912025
"Books Publishing - Professional, Technical, And Scholarly",2004,4786.301570668272
"Books Publishing - Professional, Technical, And Scholarly",2005,4871.07888380926
"Books Publishing - Professional, Technical, And Scholarly",2006,5099.391434116643
"Books Publishing - Professional, Technical, And Scholarly",2007,5989.890261521519
"Books Publishing - Professional, Technical, And Scholarly",2008,5274.61951126882
"Books Publishing - Professional, Technical, And Scholarly",2009,4851.627615275079
"Books Publishing - Professional, Technical, And Scholarly",2010,4705.748659818697
"Books Publishing - Professional, Technical, And Scholarly",2011,4592.76779804505
"Books Publishing - Professional, Technical, And Scholarly",2012,4780.790411398496
"Books Publishing - Professional, Technical, And Scholarly",2013,4548.832370425713
"Books Publishing - Professional, Technical, And Scholarly",2014,4307.288636905041
"Books Publishing - Professional, Technical, And Scholarly",2015,4126.420596734849
"Books Publishing - Professional, Technical, And Scholarly",2016,4037.8646117459484
"Books Publishing - Professional, Technical, And Scholarly",2017,3930.670444862666
"Books Publishing - Professional, Technical, And Scholarly",2018,3653.176407481718
"Books Publishing - Professional, Technical, And Scholarly",2019,3476.103013409823
"Books Publishing - Professional, Technical, And Scholarly",2020,3126.0846139656155
"Books Publishing - Professional, Technical, And Scholarly",2021,3268.763501210908
"Books Publishing - Professional, Technical, And Scholarly",2022,3395.707564440354
"Books Publishing - Professional, Technical, And Scholarly",2023,3316.243693549637
Books Publishing - Adult Trade,1998,13049.172919053233
Books Publishing - Adult Trade,1999,13449.752118985494
Books Publishing - Adult Trade,2000,14063.45062677856
Books Publishing - Adult Trade,2001,14002.687441403177
Books Publishing - Adult Trade,2002,13439.328084546682
Books Publishing - Adult Trade,2003,12908.915197588389
Books Publishing - Adult Trade,2004,13643.068397892499
Books Publishing - Adult Trade,2005,13663.519944697751
Books Publishing - Adult Trade,2006,13549.766070859101
Books Publishing - Adult Trade,2007,14074.868263269653
Books Publishing - Adult Trade,2008,14065.045270077833
Books Publishing - Adult Trade,2009,13240.056685749445
Books Publishing - Adult Trade,2010,13623.67739353133
Books Publishing - Adult Trade,2011,13526.44279165323
Books Publishing - Adult Trade,2012,10920.29167525382
Books Publishing - Adult Trade,2013,10436.45280736311
Books Publishing - Adult Trade,2014,9712.199177516462
Books Publishing - Adult Trade,2015,9653.82105688028
Books Publishing - Adult Trade,2016,9286.275691742323
Books Publishing - Adult Trade,2017,8974.369311909428
Books Publishing - Adult Trade,2018,8748.605762290448
Books Publishing - Adult Trade,2019,8647.765196140841
Books Publishing - Adult Trade,2020,7908.992152334886
Books Publishing - Adult Trade,2021,9010.033057283927
Books Publishing - Adult Trade,2022,9487.406882649331
Books Publishing - Adult Trade,2023,9512.321359311092
Books Publishing - Children,1998,5135.3631125498205
Books Publishing - Children,1999,5326.137838684477
Books Publishing - Children,2000,5555.927918038495
Books Publishing - Children,2001,4655.324934164588
Books Publishing - Children,2002,4576.779810920555
Books Publishing - Children,2003,4410.079859113649
Books Publishing - Children,2004,4393.74250128789
Books Publishing - Children,2005,4157.937593894154
Books Publishing - Children,2006,3856.3751635906724
Books Publishing - Children,2007,3727.416419815733
Books Publishing - Children,2008,3565.3751302263718
Books Publishing - Children,2009,3209.106068633388
Books Publishing - Children,2010,3067.4200949949595
Books Publishing - Children,2011,2789.5096146890414
Books Publishing - Children,2012,2367.982698624002
Books Publishing - Children,2013,3253.2796947595716
Books Publishing - Children,2014,3971.308458751367
Books Publishing - Children,2015,4824.9477959335545
Books Publishing - Children,2016,5695.78152579076
Books Publishing - Children,2017,6570.100415699544
Books Publishing - Children,2018,6385.944746328159
Books Publishing - Children,2019,6280.343738158283
Books Publishing - Children,2020,5902.1705963195445
Books Publishing - Children,2021,6638.765481178061
Books Publishing - Children,2022,6738.293979189686
Books Publishing - Children,2023,6941.690726577702
Other publishing,1998,56374.199236016786
Other publishing,1999,61388.228016773945
Other publishing,2000,67344.52058242686
Other publishing,2001,63161.09243468453
Other publishing,2002,64407.1675009298
Other publishing,2003,68132.39596248392
Other publishing,2004,68036.84623954228
Other publishing,2005,72214.46351499512
Other publishing,2006,77738.19521920249
Other publishing,2007,77316.62081887589
Other publishing,2008,80173.36152245983
Other publishing,2009,75420.35258563254
Other publishing,2010,77183.90928110405
Other publishing,2011,83963.5265995229
Other publishing,2012,87579.80381209824
Other publishing,2013,94506.27653750783
Other publishing,2014,102294.10291412719
Other publishing,2015,108265.12600424475
Other publishing,2016,124414.1453617194
Other publishing,2017,138071.83145505868
Other publishing,2018,144735.99728004512
Other publishing,2019,152608.19990547173
Other publishing,2020,159868.88607926344
Other publishing,2021,181227.1655272382
Other publishing,2022,200467.81312844157
Other publishing,2023,218106.7743334249
"Publishing - Cards, Calendars, And Other",1998,12490.471442920145
"Publishing - Cards, Calendars, And Other",1999,14146.911433929801
"Publishing - Cards, Calendars, And Other",2000,14393.421397457965
"Publishing - Cards, Calendars, And Other",2001,12810.472582803806
"Publishing - Cards, Calendars, And Other",2002,14311.23072808329
"Publishing - Cards, Calendars, And Other",2003,14521.995815962322
"Publishing - Cards, Calendars, And Other",2004,13007.292038346353
"Publishing - Cards, Calendars, And Other",2005,12693.245989243474
"Publishing - Cards, Calendars, And Other",2006,14225.447700717741
"Publishing - Cards, Calendars, And Other",2007,12658.39920166634
"Publishing - Cards, Calendars, And Other",2008,12876.221741152835
"Publishing - Cards, Calendars, And Other",2009,12204.344358734279
"Publishing - Cards, Calendars, And Other",2010,11981.159541612204
"Publishing - Cards, Calendars, And Other",2011,11943.547061776499
"Publishing - Cards, Calendars, And Other",2012,12162.64819336912
"Publishing - Cards, Calendars, And Other",2013,12205.377290570117
"Publishing - Cards, Calendars, And Other",2014,12710.012049820458
"Publishing - Cards, Calendars, And Other",2015,13175.275668066695
"Publishing - Cards, Calendars, And Other",2016,13977.59822649641
"Publishing - Cards, Calendars, And Other",2017,15017.415108045689
"Publishing - Cards, Calendars, And Other",2018,15393.350543729304
"Publishing - Cards, Calendars, And Other",2019,15429.673671535764
"Publishing - Cards, Calendars, And Other",2020,15957.245133182847
"Publishing - Cards, Calendars, And Other",2021,17945.290238942824
"Publishing - Cards, Calendars, And Other",2022,18659.813981195453
"Publishing - Cards, Calendars, And Other",2023,20117.094488833984
Publishing - Newspapers And Periodicals,1998,33796.55200311919
Publishing - Newspapers And Periodicals,1999,35221.87180104018
Publishing - Newspapers And Periodicals,2000,36729.42842246889
Publishing - Newspapers And Periodicals,2001,34772.97612721247
Publishing - Newspapers And Periodicals,2002,33610.84304352916
Publishing - Newspapers And Periodicals,2003,32880.66143037099
Publishing - Newspapers And Periodicals,2004,33421.28049513557
Publishing - Newspapers And Periodicals,2005,33907.24793607338
Publishing - Newspapers And Periodicals,2006,33761.05032409417
Publishing - Newspapers And Periodicals,2007,33084.63998035407
Publishing - Newspapers And Periodicals,2008,30646.829870985493
Publishing - Newspapers And Periodicals,2009,25115.534732660002
Publishing - Newspapers And Periodicals,2010,23340.78891058915
Publishing - Newspapers And Periodicals,2011,22154.08595223634
Publishing - Newspapers And Periodicals,2012,21021.551442768305
Publishing - Newspapers And Periodicals,2013,22521.249548011147
Publishing - Newspapers And Periodicals,2014,24226.908450296614
Publishing - Newspapers And Periodicals,2015,24941.117235912716
Publishing - Newspapers And Periodicals,2016,25955.61739863869
Publishing - Newspapers And Periodicals,2017,27632.43069680956
Publishing - Newspapers And Periodicals,2018,26995.96376316518
Publishing - Newspapers And Periodicals,2019,26321.922546712034
Publishing - Newspapers And Periodicals,2020,24498.291456626845
Publishing - Newspapers And Periodicals,2021,25339.412374461168
Publishing - Newspapers And Periodicals,2022,26591.138522156358
Publishing - Newspapers And Periodicals,2023,27117.335310587518
Publishing - Software,1998,12785.304321859638
Publishing - Software,1999,14736.798170225491
Publishing - Software,2000,18645.408015079705
Publishing - Software,2001,17812.996499369037
Publishing - Software,2002,18601.7440703732
Publishing - Software,2003,22454.96162947262
Publishing - Software,2004,23299.005339767096
Publishing - Software,2005,27165.038357469875
Publishing - Software,2006,31158.90291152777
Publishing - Software,2007,32869.64875224589
Publishing - Software,2008,37636.31850820722
Publishing - Software,2009,38725.88720148193
Publishing - Software,2010,42340.797518794534
Publishing - Software,2011,50168.53483496545
Publishing - Software,2012,54581.38287370355
Publishing - Software,2013,59954.545242734464
Publishing - Software,2014,65529.68480720725
Publishing - Software,2015,70289.58861509319
Publishing - Software,2016,84516.60426066026
Publishing - Software,2017,95421.98565020342
Publishing - Software,2018,102387.69352380186
Publishing - Software,2019,111036.50889768991
Publishing - Software,2020,119863.5695575521
Publishing - Software,2021,138722.45129764001
Publishing - Software,2022,156277.5173865846
Publishing - Software,2023,172326.5873913882
Information services,1998,140163.38077613662
Information services,1999,155521.97733651436
Information services,2000,169707.98790857173
Information services,2001,179017.82223496644
Information services,2002,180179.745817189
Information services,2003,189296.40966941422
Information services,2004,196301.83915716843
Information services,2005,203920.53497331002
Information services,2006,214010.03961158954
Information services,2007,229283.47189552066
Information services,2008,240133.09219779968
Information services,2009,242763.3153076582
Information services,2010,262753.76133816404
Information services,2011,278778.72868227435
Information services,2012,298368.5999653936
Information services,2013,304338.18987026816
Information services,2014,313074.8890997109
Information services,2015,326471.73687624646
Information services,2016,343305.2854061043
Information services,2017,340970.9147527724
Information services,2018,360622.84977889236
Information services,2019,367070.5781516347
Information services,2020,358225.6771835798
Information services,2021,409081.91221703694
Information services,2022,433165.20924107026
Information services,2023,441545.3336601204
Broadcasting,1998,52967.38352799741
Broadcasting,1999,59931.925386634546
Broadcasting,2000,64685.998606166024
Broadcasting,2001,66054.32533757036
Broadcasting,2002,66016.61570027268
Broadcasting,2003,70108.76794120451
Broadcasting,2004,76996.44892989239
Broadcasting,2005,82060.21763096363
Broadcasting,2006,88424.17404033155
Broadcasting,2007,99236.3428239522
Broadcasting,2008,106365.11484969773
Broadcasting,2009,111348.41788788539
Broadcasting,2010,122136.3859692707
Broadcasting,2011,130314.92886141838
Broadcasting,2012,136450.5672746599
Broadcasting,2013,139332.43107751923
Broadcasting,2014,145671.21454344003
Broadcasting,2015,151751.64207658975
Broadcasting,2016,158933.7030219605
Broadcasting,2017,154662.52485837517
Broadcasting,2018,154582.7552740536
Broadcasting,2019,149162.6547744047
Broadcasting,2020,148840.72561451021
Broadcasting,2021,157211.88324040768
Broadcasting,2022,154569.69369177907
Broadcasting,2023,148435.83710009503
Sound Recording,1998,17293.39603813386
Sound Recording,1999,18552.465165327485
Sound Recording,2000,20129.800604565193
Sound Recording,2001,25410.386204834613
Sound Recording,2002,20283.291087143807
Sound Recording,2003,19138.070694452672
Sound Recording,2004,18387.479270092263
Sound Recording,2005,18569.213969068667
Sound Recording,2006,19092.6881148634
Sound Recording,2007,17354.203400616836
Sound Recording,2008,16817.767801713744
Sound Recording,2009,15379.892606444088
Sound Recording,2010,14683.140443628468
Sound Recording,2011,14746.432221658086
Sound Recording,2012,14091.952596729832
Sound Recording,2013,14026.415112736726
Sound Recording,2014,14185.089476284347
Sound Recording,2015,15329.937308303755
Sound Recording,2016,16750.56931874988
Sound Recording,2017,17591.03386379509
Sound Recording,2018,18640.690317943358
Sound Recording,2019,20595.960285842204
Sound Recording,2020,21608.811685487304
Sound Recording,2021,25043.855592093947
Sound Recording,2022,28240.03756346957
Sound Recording,2023,27920.43968637615
Motion Pictures,1998,13085.670489775579
Motion Pictures,1999,14250.805456988306
Motion Pictures,2000,15029.956193133954
Motion Pictures,2001,15397.763700889982
Motion Pictures,2002,15940.356664671819
Motion Pictures,2003,16262.431889280995
Motion Pictures,2004,15388.53543104907
Motion Pictures,2005,14532.57666637623
Motion Pictures,2006,14712.790310448845
Motion Pictures,2007,15687.28357212822
Motion Pictures,2008,15144.394672129863
Motion Pictures,2009,14978.379884347727
Motion Pictures,2010,15312.516071458234
Motion Pictures,2011,14737.608266493933
Motion Pictures,2012,17595.321780157003
Motion Pictures,2013,17997.32745049142
Motion Pictures,2014,18413.139824736547
Motion Pictures,2015,19185.489483836034
Motion Pictures,2016,19630.465765182922
Motion Pictures,2017,18500.39956332069
Motion Pictures,2018,19657.17429866881
Motion Pictures,2019,19149.093031740264
Motion Pictures,2020,5687.369754162246
Motion Pictures,2021,9862.961469736032
Motion Pictures,2022,15031.946559616676
Motion Pictures,2023,15026.667390692828
Audio/Visual Production,1998,44172.8905942296
Audio/Visual Production,1999,48923.36461885495
Audio/Visual Production,2000,53818.041458166794
Audio/Visual Production,2001,54897.391651162034
Audio/Visual Production,2002,60073.620722628606
Audio/Visual Production,2003,65530.68137995672
Audio/Visual Production,2004,66186.6036456745
Audio/Visual Production,2005,67731.84191193634
Audio/Visual Production,2006,69604.08724416843
Audio/Visual Production,2007,72925.33480193357
Audio/Visual Production,2008,71398.46139562412
Audio/Visual Production,2009,68373.3293133802
Audio/Visual Production,2010,73464.5698038123
Audio/Visual Production,2011,73946.03893910415
Audio/Visual Production,2012,74966.42796017266
Audio/Visual Production,2013,77669.15303077361
Audio/Visual Production,2014,77823.50343546233
Audio/Visual Production,2015,80805.65802776151
Audio/Visual Production,2016,84056.84631201229
Audio/Visual Production,2017,82459.81352808057
Audio/Visual Production,2018,89900.32171336125
Audio/Visual Production,2019,91472.61786329816
Audio/Visual Production,2020,87374.37028808311
Audio/Visual Production,2021,101852.41069055864
Audio/Visual Production,2022,113822.14638467743
Audio/Visual Production,2023,118401.1655286185
Other Information Services,1998,11618.586811918804
Other Information Services,1999,13017.732636907505
Other Information Services,2000,14894.121895973003
Other Information Services,2001,15283.114478611296
Other Information Services,2002,16268.068711150252
Other Information Services,2003,16928.471686125307
Other Information Services,2004,18628.281850160845
Other Information Services,2005,20466.688494380578
Other Information Services,2006,21940.059748700394
Other Information Services,2007,24631.76175017132
Other Information Services,2008,31076.603433736193
Other Information Services,2009,33748.74689354375
Other Information Services,2010,38502.55820698449
Other Information Services,2011,46157.39391989246
Other Information Services,2012,56113.00925144373
Other Information Services,2013,56122.275707753455
Other Information Services,2014,57853.96585291207
Other Information Services,2015,60321.81061054238
Other Information Services,2016,64473.97487832632
Other Information Services,2017,67757.14293920094
Other Information Services,2018,77880.43973839104
Other Information Services,2019,87316.45358404782
Other Information Services,2020,96139.43957968298
Other Information Services,2021,117425.96322790027
Other Information Services,2022,124681.15249593652
Other Information Services,2023,136052.30662869583
Manufactured goods,1998,79266.15398335182
Manufactured goods,1999,86274.01029489191
Manufactured goods,2000,92210.93110653572
Manufactured goods,2001,89290.77861018789
Manufactured goods,2002,92347.95872824978
Manufactured goods,2003,92741.21560902656
Manufactured goods,2004,95824.53225217041
Manufactured goods,2005,98800.29379227794
Manufactured goods,2006,103854.53990532902
Manufactured goods,2007,115840.61402598895
Manufactured goods,2008,113891.06607108109
Manufactured goods,2009,91816.75809593957
Manufactured goods,2010,95596.70759696234
Manufactured goods,2011,98078.95907886153
Manufactured goods,2012,103822.68165730772
Manufactured goods,2013,103065.06343862339
Manufactured goods,2014,105020.1860230223
Manufactured goods,2015,106051.9604698936
Manufactured goods,2016,105416.36768448637
Manufactured goods,2017,130022.86472959399
Manufactured goods,2018,132588.97702908397
Manufactured goods,2019,131410.46136707696
Manufactured goods,2020,130567.10929341684
Manufactured goods,2021,149075.29381140298
Manufactured goods,2022,154529.02500007462
Manufactured goods,2023,147709.83178258906
