commodity,year,real_gross_output_millions_chained_2017usd
Performing Arts - Dance,2005,765.8334626154225
Performing Arts - Dance,2006,747.2835599501619
Performing Arts - Dance,2007,719.5027847964202
Performing Arts - Dance,2008,716.8666832655766
Performing Arts - Dance,2009,723.6839413985149
Performing Arts - Dance,2010,740.7680936297285
Performing Arts - Dance,2011,731.1254719300885
Performing Arts - Dance,2012,717.241207421529
Performing Arts - Dance,2013,989.5868978801489
Performing Arts - Dance,2014,1326.6105588832118
Performing Arts - Dance,2015,1744.4974069032655
Performing Arts - Dance,2016,2176.2451031078194
Performing Arts - Dance,2017,2695.7365025750623
Performing Arts - Dance,2018,2810.623236847822
Performing Arts - Dance,2019,2960.3356603026846
Performing Arts - Dance,2020,1814.5653630172094
Performing Arts - Dance,2021,2145.0098909724875
Performing Arts - Dance,2022,3006.7331522683658
Performing Arts - Dance,2023,3468.963045648018
Performing Arts - Opera,1998,1016.7291055019906
Performing Arts - Opera,1999,1079.394319151206
Performing Arts - Opera,2000,1177.8061437927954
Performing Arts - Opera,2001,1284.6731491246096
Performing Arts - Opera,2002,1206.5010785207332
Performing Arts - Opera,2003,1452.017055837902
Performing Arts - Opera,2004,1864.1971071180271
Performing Arts - Opera,2005,2160.8261204555893
Performing Arts - Opera,2006,2520.609251727358
Performing Arts - Opera,2007,2917.8362332620986
Performing Arts - Opera,2008,2907.145916665992
Performing Arts - Opera,2009,2934.792290261921
Performing Arts - Opera,2010,3004.074521614093
Performing Arts - Opera,2011,2964.9703074631925
Performing Arts - Opera,2012,2908.6647435219306
Performing Arts - Opera,2013,2951.553278479712
Performing Arts - Opera,2014,3044.38996754098
Performing Arts - Opera,2015,3168.6810249961336
Performing Arts - Opera,2016,3186.6242575464516
Performing Arts - Opera,2017,3219.5709684418252
Performing Arts - Opera,2018,3356.7935906990388
Performing Arts - Opera,2019,3535.5986674210703
Performing Arts - Opera,2020,2167.178190454288
Performing Arts - Opera,2021,2561.835880243361
Performing Arts - Opera,2022,3591.012285871612
Performing Arts - Opera,2023,4143.064344356152
Performing Arts - Symphonies,1998,1954.6819843541375
Performing Arts - Symphonies,1999,2075.1571074749113
Performing Arts - Symphonies,2000,2264.355803207495
Performing Arts - Symphonies,2001,2469.809752458647
Performing Arts - Symphonies,2002,2319.522387552716
Performing Arts - Symphonies,2003,2296.55766144371
Performing Arts - Symphonies,2004,2424.7911266913065
Performing Arts - Symphonies,2005,2301.763923874005
Performing Arts - Symphonies,2006,2180.233614513574
Performing Arts - Symphonies,2007,2020.8260387111422
Performing Arts - Symphonies,2008,2013.4221721427546
Performing Arts - Symphonies,2009,2032.5694124853442
Performing Arts - Symphonies,2010,2080.552687057256
Performing Arts - Symphonies,2011,2053.4700107649223
Performing Arts - Symphonies,2012,2014.4740765724098
Performing Arts - Symphonies,2013,2717.4708323316872
Performing Arts - Symphonies,2014,3589.7381519694404
Performing Arts - Symphonies,2015,4671.826903052692
Performing Arts - Symphonies,2016,5783.363236804636
Performing Arts - Symphonies,2017,7121.459196944019
Performing Arts - Symphonies,2018,7424.962098511382
Performing Arts - Symphonies,2019,7820.464795299494
Performing Arts - Symphonies,2020,4793.626861487379
Performing Arts - Symphonies,2021,5666.578477186726
Performing Arts - Symphonies,2022,7943.035339367701
Performing Arts - Symphonies,2023,9164.130858022838
Performing Arts - Theater,1998,5761.468316223501
Performing Arts - Theater,1999,6116.571402203393
Performing Arts - Theater,2000,6674.238736152997
Performing Arts - Theater,2001,7279.818788830783
Performing Arts - Theater,2002,6836.84346181342
Performing Arts - Theater,2003,7875.817660279334
Performing Arts - Theater,2004,9738.786878845774
Performing Arts - Theater,2005,10926.247215094148
Performing Arts - Theater,2006,12386.232735699026
Performing Arts - Theater,2007,13980.207732469229
Performing Arts - Theater,2008,13928.987295545538
Performing Arts - Theater,2009,14061.449166268298
Performing Arts - Theater,2010,14393.400622429874
Performing Arts - Theater,2011,14206.040882766407
Performing Arts - Theater,2012,13936.264439722994
Performing Arts - Theater,2013,14376.755280842577
Performing Arts - Theater,2014,15103.568845609278
Performing Arts - Theater,2015,16046.719950730303
Performing Arts - Theater,2016,16516.31302105065
Performing Arts - Theater,2017,17133.245859374467
Performing Arts - Theater,2018,17863.483062377778
Performing Arts - Theater,2019,18815.01057611628
Performing Arts - Theater,2020,11532.836277333578
Performing Arts - Theater,2021,13633.043146328502
Performing Arts - Theater,2022,19109.899197614788
Performing Arts - Theater,2023,22047.69454601324
Performing Arts - Other,1998,1684.4916881827571
Performing Arts - Other,1999,1798.0815672840333
Performing Arts - Other,2000,1959.3346454522173
Performing Arts - Other,2001,2117.045864136347
Performing Arts - Other,2002,2014.1102036033
Performing Arts - Other,2003,2228.253715181551
Performing Arts - Other,2004,2626.934906921105
Performing Arts - Other,2005,2889.6483883965043
Performing Arts - Other,2006,3140.300599456934
Performing Arts - Other,2007,3471.328114212415
Performing Arts - Other,2008,3515.761457250726
Performing Arts - Other,2009,3650.4656051361894
Performing Arts - Other,2010,3723.982307964095
Performing Arts - Other,2011,3768.8490523165933
Performing Arts - Other,2012,3639.597649975667
Performing Arts - Other,2013,3594.553374474488
Performing Arts - Other,2014,3672.1845231779475
Performing Arts - Other,2015,3749.0922489170575
Performing Arts - Other,2016,3703.865883332163
Performing Arts - Other,2017,3665.2748658368573
Performing Arts - Other,2018,3821.3719857834194
Performing Arts - Other,2019,4015.0517314633616
Performing Arts - Other,2020,2408.6985655732333
Performing Arts - Other,2021,2902.0698659127806
Performing Arts - Other,2022,4077.2197872088577
Performing Arts - Other,2023,4701.5970199604535
"Independent Artists, Writers, And Performers",1998,18687.834656184437
"Independent Artists, Writers, And Performers",1999,19232.35281628361
"Independent Artists, Writers, And Performers",2000,19795.405643091588
"Independent Artists, Writers, And Performers",2001,22068.980561289976
"Independent Artists, Writers, And Performers",2002,24478.830959238676
"Independent Artists, Writers, And Performers",2003,26806.769284702827
"Independent Artists, Writers, And Performers",2004,26356.82056736358
"Independent Artists, Writers, And Performers",2005,25657.61742491127
"Independent Artists, Writers, And Performers",2006,27743.69814349009
"Independent Artists, Writers, And Performers",2007,28035.255428536613
"Independent Artists, Writers, And Performers",2008,29127.458147858026
"Independent Artists, Writers, And Performers",2009,29605.180695299354
"Independent Artists, Writers, And Performers",2010,30815.08929581197
"Independent Artists, Writers, And Performers",2011,32078.253132987447
"Independent Artists, Writers, And Performers",2012,34861.85521331813
"Independent Artists, Writers, And Performers",2013,34162.88083429766
"Independent Artists, Writers, And Performers",2014,35648.511708968574
"Independent Artists, Writers, And Performers",2015,36998.999781522194
"Independent Artists, Writers, And Performers",2016,37024.25993141486
"Independent Artists, Writers, And Performers",2017,38739.911288032046
"Independent Artists, Writers, And Performers",2018,42342.50397380232
"Independent Artists, Writers, And Performers",2019,44754.113240545965
"Independent Artists, Writers, And Performers",2020,34108.009260181694
"Independent Artists, Writers, And Performers",2021,47649.7451354449
"Independent Artists, Writers, And Performers",2022,56649.77664852377
"Independent Artists, Writers, And Performers",2023,48199.95436917377
Museums,1998,10357.355281380958
Museums,1999,11202.128090628985
Museums,2000,12414.262883764262
Museums,2001,13927.005582140007
Museums,2002,14677.179282043504
Museums,2003,14923.71918961278
Museums,2004,14922.315334771913
Museums,2005,15467.30931574606
Museums,2006,16055.928305142159
Museums,2007,17384.35363491814
Museums,2008,18102.771699809513
Museums,2009,18200.055319790565
Museums,2010,17172.159137195227
Museums,2011,17186.257219201827
Museums,2012,18871.659175847508
Museums,2013,20594.109556421892
Museums,2014,22193.08015381655
Museums,2015,22336.558443259088
Museums,2016,23446.493841037296
Museums,2017,25373.63842034141
Museums,2018,26097.485856920455
Museums,2019,27652.820658871795
Museums,2020,26050.236529691818
Museums,2021,27014.59561274423
Museums,2022,26323.946051049654
Museums,2023,27436.165975309443
Museums - Art,1998,726.9507223167682
Museums - Art,1999,787.5616767695327
Museums - Art,2000,885.3712599190741
Museums - Art,2001,1008.8361408412981
Museums - Art,2002,1048.3188098004678
Museums - Art,2003,1090.1969993869054
Museums - Art,2004,1094.6296308937713
Museums - Art,2005,1150.7185687997621
Museums - Art,2006,1203.1846080308637
Museums - Art,2007,1333.9601518134211
Museums - Art,2008,1393.0428400719525
Museums - Art,2009,1406.1196025291374
Museums - Art,2010,1311.5091135337534
Museums - Art,2011,1327.32114355105
Museums - Art,2012,1503.611510355405
Museums - Art,2013,1784.6669685647232
Museums - Art,2014,2076.7352423603547
Museums - Art,2015,2205.804295250671
Museums - Art,2016,2448.7014945495866
Museums - Art,2017,2871.7018948703444
Museums - Art,2018,2947.892628746399
Museums - Art,2019,3131.891276253962
Museums - Art,2020,2893.8841011538593
Museums - Art,2021,3001.3824521752185
Museums - Art,2022,2872.296693633698
Museums - Art,2023,3009.890191408911
Museums - Botanical And Zoological,1998,886.7156112094729
Museums - Botanical And Zoological,1999,960.6472793042385
Museums - Botanical And Zoological,2000,1079.952868585702
Museums - Botanical And Zoological,2001,1230.552123788245
Museums - Botanical And Zoological,2002,1278.7120579674638
Museums - Botanical And Zoological,2003,1394.2785682383198
Museums - Botanical And Zoological,2004,1467.0479257536233
Museums - Botanical And Zoological,2005,1615.3698011102224
Museums - Botanical And Zoological,2006,1768.3918021691472
Museums - Botanical And Zoological,2007,2051.981086254525
Museums - Botanical And Zoological,2008,2142.86577922438
Museums - Botanical And Zoological,2009,2162.981274574906
Museums - Botanical And Zoological,2010,2017.4454924783433
Museums - Botanical And Zoological,2011,2041.7685477710118
Museums - Botanical And Zoological,2012,2312.9494356555933
Museums - Botanical And Zoological,2013,2797.3333541992497
Museums - Botanical And Zoological,2014,3308.036241008393
Museums - Botanical And Zoological,2015,3563.144065089621
Museums - Botanical And Zoological,2016,4004.3043685232665
Museums - Botanical And Zoological,2017,4747.159361348112
Museums - Botanical And Zoological,2018,4873.09916365612
Museums - Botanical And Zoological,2019,5177.263449200077
Museums - Botanical And Zoological,2020,4783.818805180706
Museums - Botanical And Zoological,2021,4961.5220632126575
Museums - Botanical And Zoological,2022,4748.133116866912
Museums - Botanical And Zoological,2023,4975.586027598609
Museums - Childern's,1998,254.43275281086915
Museums - Childern's,1999,275.6465868693371
Museums - Childern's,2000,309.8799409716765
Museums - Childern's,2001,353.0926492944556
Museums - Childern's,2002,366.9115834301646
Museums - Childern's,2003,381.56894978541845
Museums - Childern's,2004,383.1203708128218
Museums - Childern's,2005,402.7514990799189
Museums - Childern's,2006,421.1146128108034
Museums - Childern's,2007,466.8860531346988
Museums - Childern's,2008,487.5649940251856
Museums - Childern's,2009,492.14186088520023
Museums - Childern's,2010,459.0281897368161
Museums - Childern's,2011,464.5624002428682
Museums - Childern's,2012,526.2640286243935
Museums - Childern's,2013,624.6334389976499
Museums - Childern's,2014,726.8573348261231
Museums - Childern's,2015,772.0315033377346
Museums - Childern's,2016,857.0455230923513
Museums - Childern's,2017,1005.0956632046207
Museums - Childern's,2018,1031.762420061241
Museums - Childern's,2019,1096.1619466888883
Museums - Childern's,2020,1012.8594354038531
Museums - Childern's,2021,1050.4838582613288
Museums - Childern's,2022,1005.3038427717972
Museums - Childern's,2023,1053.4615669931216
Museums - Historical Sites,1998,1968.189497286017
Museums - Historical Sites,1999,2132.2911898934976
Museums - Historical Sites,2000,2397.106655892808
Museums - Historical Sites,2001,2731.3827965648306
Museums - Historical Sites,2002,2838.2805160176636
Museums - Historical Sites,2003,3058.9439060341824
Museums - Historical Sites,2004,3183.012905723732
Museums - Historical Sites,2005,3467.8072648863645
Museums - Historical Sites,2006,3757.9640196966857
Museums - Historical Sites,2007,4318.447215881922
Museums - Historical Sites,2008,4509.71640054987
Museums - Historical Sites,2009,4552.049980266778
Museums - Historical Sites,2010,4245.7661664362795
Museums - Historical Sites,2011,4296.954664767949
Museums - Historical Sites,2012,4867.661850194848
Museums - Historical Sites,2013,4497.168173350538
Museums - Historical Sites,2014,3931.6173929901984
Museums - Historical Sites,2015,2957.930109464879
Museums - Historical Sites,2016,2083.2484014560678
Museums - Historical Sites,2017,1185.0490169323127
Museums - Historical Sites,2018,1216.5606821690458
Museums - Historical Sites,2019,1292.4947640101398
Museums - Historical Sites,2020,1194.2719968450929
Museums - Historical Sites,2021,1238.635304373766
Museums - Historical Sites,2022,1185.36312717905
Museums - Historical Sites,2023,1242.146348481997
Museums - History,1998,145.39014446335355
Museums - History,1999,157.51233535390642
Museums - History,2000,177.07425198381478
Museums - History,2001,201.76722816825966
Museums - History,2002,209.66376196009318
Museums - History,2003,218.03939987738093
Museums - History,2004,218.92592617875374
Museums - History,2005,230.1437137599521
Museums - History,2006,240.63692160617174
Museums - History,2007,266.79203036268353
Museums - History,2008,278.60856801439024
